category,hood,weekday,month,hour,count
SEX,NorthWest,7,08,15,4
THEFT,NorthEast,1,01,10,16
SEX,Center,7,02,10,1
OTHER,NorthWest,5,04,18,4
THEFT,SouthEast,1,01,15,5
THEFT,SouthWest,1,03,19,1
OTHER,NorthEast,4,10,07,6
FRAUD,NorthWest,1,08,21,1
THEFT,NorthEast,7,10,00,20
OTHER,NorthEast,1,01,12,24
MISSING PERSONS,SouthEast,4,08,08,4
OTHER,SouthWest,3,08,12,5
THEFT,NorthEast,7,05,18,23
TRESPASSING,Center,3,06,16,1
SEX,Center,1,11,11,1
OTHER,SouthEast,7,03,20,2
SEX,NorthWest,6,07,00,1
CONDUCT,NorthEast,6,11,01,2
SEX,NorthWest,3,08,08,4
CONDUCT,NorthEast,3,11,14,2
THEFT,SouthEast,2,12,07,2
OTHER,SouthWest,3,06,02,1
THEFT,SouthEast,7,06,01,3
OTHER,SouthWest,6,11,22,6
THEFT,NorthWest,1,02,13,3
OTHER,SouthWest,5,04,13,6
MISSING PERSONS,SouthEast,2,12,11,1
OTHER,Center,7,01,06,3
SEX,Center,1,08,23,5
THEFT,NorthEast,6,12,20,33
THEFT,NorthEast,2,02,15,11
SEX,Center,5,01,11,1
THEFT,SouthEast,2,02,10,2
OTHER,NorthEast,5,11,12,20
OTHER,NorthEast,5,05,00,16
OTHER,NorthEast,5,10,18,19
OTHER,NorthWest,4,04,07,3
SEX,SouthEast,2,05,17,2
OTHER,NorthEast,3,02,16,23
DRUG/ALC,NorthEast,4,01,17,4
CONDUCT,NorthEast,1,02,20,3
THEFT,NorthWest,5,12,21,5
SEX,Center,2,06,01,1
THEFT,NorthEast,6,01,02,7
OTHER,SouthEast,6,07,19,7
THEFT,SouthWest,1,02,18,6
DRUG/ALC,SouthEast,1,11,04,1
CONDUCT,Center,2,03,06,1
OTHER,Center,2,07,09,6
TRESPASSING,NorthEast,3,03,09,1
FRAUD,NorthEast,5,04,03,1
DRUG/ALC,Center,5,11,01,1
OTHER,Center,5,10,17,5
OTHER,Center,2,04,19,11
MISSING PERSONS,SouthEast,2,06,15,1
OTHER,SouthWest,7,10,11,2
OTHER,SouthEast,2,09,19,4
OTHER,SouthWest,3,10,19,5
OTHER,SouthEast,2,02,12,6
OTHER,SouthEast,6,04,09,3
CONDUCT,NorthEast,6,01,07,2
OTHER,Center,6,09,09,4
SEX,SouthWest,5,10,06,1
THEFT,NorthEast,5,11,10,16
CONDUCT,SouthEast,2,10,08,1
THEFT,SouthEast,5,11,15,2
CONDUCT,SouthWest,6,12,18,1
OTHER,NorthEast,2,05,14,25
THEFT,SouthWest,5,02,07,1
OTHER,NorthEast,5,10,01,9
SEX,Center,2,03,22,3
OTHER,NorthEast,4,01,12,19
SEX,NorthEast,2,06,17,3
MISSING PERSONS,Center,3,06,21,1
CONDUCT,SouthWest,5,10,22,1
THEFT,NorthWest,4,02,13,1
OTHER,SouthEast,5,06,00,5
FRAUD,NorthEast,5,03,18,2
DRUG/ALC,NorthEast,5,11,17,5
SEX,NorthEast,3,06,13,2
MISSING PERSONS,SouthWest,5,03,23,2
FRAUD,NorthEast,1,05,23,1
DRUG/ALC,Center,5,10,12,1
MISSING PERSONS,NorthEast,3,03,11,1
SEX,Center,3,04,09,3
FRAUD,NorthEast,5,06,22,1
MISSING PERSONS,NorthEast,7,03,19,3
SEX,SouthEast,3,09,09,1
SEX,SouthWest,2,10,09,1
SEX,Center,3,07,19,1
CONDUCT,NorthEast,6,08,19,3
THEFT,NorthWest,3,08,21,3
DRUG/ALC,Center,6,06,16,4
SEX,Center,2,06,18,3
OTHER,SouthEast,2,06,14,4
SEX,SouthWest,5,07,17,2
THEFT,NorthEast,4,01,10,18
CONDUCT,Center,7,10,21,2
DRUG/ALC,Center,5,11,18,3
SEX,SouthWest,4,04,20,5
OTHER,Center,6,05,13,2
OTHER,NorthEast,6,12,22,22
THEFT,SouthWest,1,02,01,2
THEFT,SouthWest,4,03,19,8
OTHER,Center,5,07,06,7
OTHER,NorthEast,1,10,07,20
THEFT,SouthEast,4,01,15,3
THEFT,SouthWest,4,02,18,3
THEFT,SouthEast,3,06,23,4
OTHER,NorthWest,5,04,01,3
FRAUD,SouthEast,4,06,23,1
OTHER,SouthWest,5,12,12,4
TRESPASSING,Center,2,05,12,3
THEFT,NorthWest,3,11,04,1
THEFT,SouthWest,6,11,20,2
MISSING PERSONS,NorthEast,7,02,18,2
SEX,NorthEast,5,04,02,2
THEFT,NorthEast,6,10,05,6
OTHER,NorthWest,3,06,06,3
THEFT,SouthEast,7,03,22,4
FRAUD,NorthEast,4,03,07,1
THEFT,NorthEast,3,03,07,7
CONDUCT,NorthEast,6,10,12,1
FRAUD,SouthEast,7,10,20,1
OTHER,NorthEast,6,02,08,8
OTHER,NorthWest,5,03,03,1
THEFT,SouthEast,2,07,11,6
SEX,Center,4,08,23,4
THEFT,SouthEast,7,06,18,4
FRAUD,NorthEast,5,09,12,7
THEFT,NorthEast,7,05,01,33
DRUG/ALC,Center,5,08,19,1
MISSING PERSONS,NorthEast,2,09,20,2
DRUG/ALC,NorthEast,1,01,17,5
THEFT,SouthEast,6,09,11,2
OTHER,Center,2,02,03,2
THEFT,Center,6,04,11,3
CONDUCT,NorthEast,6,11,18,2
DRUG/ALC,Center,4,11,07,1
DRUG/ALC,NorthEast,6,03,09,5
THEFT,SouthWest,5,12,10,4
SEX,NorthWest,4,08,11,2
MISSING PERSONS,SouthWest,2,03,23,2
OTHER,SouthEast,6,04,06,2
FRAUD,NorthEast,2,06,22,1
OTHER,Center,6,09,06,6
DRUG/ALC,NorthEast,3,11,13,2
SEX,SouthWest,5,10,09,1
DRUG/ALC,SouthEast,5,02,17,1
THEFT,NorthWest,6,04,23,2
SEX,Center,5,06,18,3
OTHER,SouthEast,5,06,14,1
SEX,SouthWest,2,07,17,3
CONDUCT,SouthEast,6,03,19,1
MISSING PERSONS,NorthEast,5,05,15,2
DRUG/ALC,NorthEast,4,03,21,3
OTHER,Center,2,07,06,1
FRAUD,Center,2,03,17,1
TRESPASSING,NorthEast,3,03,06,2
SEX,Center,6,11,16,1
DRUG/ALC,Center,2,11,18,2
SEX,Center,5,03,22,1
TRESPASSING,SouthEast,5,12,09,1
OTHER,NorthEast,2,10,01,8
MISSING PERSONS,NorthEast,1,03,08,2
FRAUD,SouthWest,5,05,08,2
THEFT,NorthEast,7,09,02,17
FRAUD,Center,3,03,13,1
OTHER,SouthWest,6,05,19,3
THEFT,Center,4,03,13,1
OTHER,Center,7,01,09,6
CONDUCT,Center,3,04,22,1
SEX,SouthEast,6,10,13,2
SEX,NorthEast,5,06,17,11
OTHER,Center,1,09,21,5
OTHER,SouthEast,1,04,21,5
FRAUD,NorthEast,2,03,18,1
FRAUD,SouthEast,5,08,18,1
DRUG/ALC,NorthEast,2,11,17,3
OTHER,SouthEast,2,06,00,1
SEX,NorthWest,2,02,22,2
THEFT,Center,3,11,21,6
THEFT,Center,3,08,04,2
THEFT,SouthEast,3,06,05,1
FRAUD,NorthEast,2,09,12,3
THEFT,SouthEast,5,07,11,2
DRUG/ALC,NorthEast,4,02,04,1
MISSING PERSONS,NorthWest,2,07,21,1
THEFT,NorthEast,6,10,23,23
DRUG/ALC,Center,2,08,19,1
CONDUCT,SouthEast,7,07,20,2
MISSING PERSONS,SouthEast,7,10,12,2
THEFT,SouthWest,2,12,10,3
FRAUD,NorthEast,6,07,12,2
OTHER,NorthWest,2,04,01,1
CONDUCT,SouthEast,4,11,20,2
CONDUCT,SouthEast,6,02,18,1
THEFT,Center,4,04,16,4
TRESPASSING,Center,5,05,12,5
SEX,SouthEast,4,06,04,1
THEFT,SouthEast,4,09,16,1
OTHER,SouthWest,2,12,12,7
CONDUCT,SouthEast,3,06,12,1
CONDUCT,SouthWest,5,07,16,1
OTHER,SouthEast,6,11,08,2
THEFT,NorthEast,7,08,22,19
THEFT,SouthEast,3,08,07,2
OTHER,SouthWest,4,10,15,2
THEFT,SouthEast,1,12,18,6
OTHER,Center,4,07,20,10
THEFT,NorthEast,1,02,13,24
SEX,Center,7,01,13,4
SEX,NorthEast,2,09,00,3
OTHER,SouthEast,6,10,09,2
OTHER,SouthWest,3,04,19,3
OTHER,Center,2,10,19,7
OTHER,Center,5,04,17,10
CONDUCT,NorthEast,2,07,03,1
OTHER,SouthEast,5,09,17,9
CONDUCT,Center,6,07,08,1
SEX,NorthEast,3,08,08,7
FRAUD,NorthEast,5,10,03,1
SEX,NorthEast,6,07,00,5
OTHER,SouthWest,3,07,09,2
CONDUCT,NorthEast,6,12,13,2
THEFT,NorthWest,7,05,18,2
OTHER,NorthWest,1,01,12,2
TRESPASSING,NorthEast,6,01,15,2
SEX,SouthWest,3,06,01,1
FRAUD,Center,7,06,10,1
THEFT,NorthWest,7,10,00,2
SEX,NorthEast,5,01,05,5
SEX,SouthEast,5,05,19,1
DRUG/ALC,SouthWest,6,05,12,1
THEFT,SouthWest,4,01,21,4
FRAUD,NorthEast,1,08,21,1
SEX,NorthEast,5,09,14,6
OTHER,NorthWest,4,10,07,2
OTHER,NorthEast,5,04,18,16
THEFT,NorthWest,1,01,10,3
SEX,NorthEast,7,08,15,3
MISSING PERSONS,NorthEast,7,01,21,1
SEX,SouthEast,7,08,10,6
THEFT,NorthWest,3,05,23,2
SEX,NorthEast,2,01,23,2
OTHER,Center,7,11,20,5
OTHER,NorthWest,2,05,14,7
THEFT,NorthWest,5,11,10,1
OTHER,Center,2,06,02,3
CONDUCT,NorthEast,5,02,06,1
THEFT,SouthWest,7,05,13,3
MISSING PERSONS,NorthWest,2,06,10,1
OTHER,NorthEast,4,09,04,4
DRUG/ALC,NorthEast,5,05,22,1
OTHER,Center,2,08,12,5
THEFT,Center,1,05,08,2
DRUG/ALC,NorthEast,1,06,23,1
THEFT,NorthWest,6,01,02,2
THEFT,NorthEast,7,04,00,19
MISSING PERSONS,NorthEast,4,05,13,2
THEFT,Center,1,07,22,4
THEFT,SouthEast,2,01,13,4
THEFT,NorthEast,5,12,21,42
SEX,SouthEast,1,02,23,2
OTHER,NorthWest,3,02,16,8
FRAUD,Center,2,02,01,1
OTHER,NorthEast,4,04,07,8
THEFT,Center,5,03,15,4
OTHER,NorthWest,5,10,18,1
FRAUD,SouthEast,4,01,17,1
THEFT,Center,2,08,10,2
SEX,SouthWest,1,10,20,1
THEFT,SouthEast,3,01,17,5
OTHER,NorthWest,5,11,12,2
THEFT,NorthWest,2,02,15,4
SEX,NorthEast,1,11,05,4
THEFT,NorthWest,6,12,20,5
DRUG/ALC,NorthEast,2,08,01,1
DRUG/ALC,NorthEast,4,01,19,1
SEX,SouthEast,2,05,19,3
DRUG/ALC,SouthWest,4,03,10,1
SEX,Center,6,05,09,1
SEX,NorthEast,2,09,14,6
OTHER,NorthEast,2,04,18,16
TRESPASSING,NorthEast,5,02,02,1
THEFT,SouthEast,1,11,13,5
OTHER,SouthEast,3,12,03,3
OTHER,NorthEast,3,06,09,21
SEX,NorthEast,1,08,11,9
SEX,SouthEast,7,03,15,2
THEFT,NorthWest,7,10,14,4
OTHER,Center,3,04,13,5
SEX,NorthEast,5,01,23,8
OTHER,SouthEast,3,09,13,3
CONDUCT,NorthWest,3,11,00,2
SEX,NorthEast,6,07,14,6
SEX,NorthEast,3,07,01,2
SEX,NorthEast,5,09,00,8
SEX,Center,3,10,06,2
CONDUCT,Center,5,09,08,1
OTHER,Center,2,04,17,10
OTHER,SouthEast,2,09,17,9
OTHER,SouthWest,3,10,17,4
OTHER,SouthWest,1,04,15,9
MISSING PERSONS,Center,3,05,07,5
OTHER,Center,5,10,19,8
OTHER,NorthWest,7,08,20,2
SEX,SouthEast,3,03,08,1
OTHER,SouthEast,6,07,17,2
THEFT,Center,1,10,16,8
DRUG/ALC,Center,3,12,17,3
THEFT,SouthWest,6,01,09,1
THEFT,NorthEast,2,12,21,27
SEX,SouthEast,6,12,12,4
TRESPASSING,NorthEast,6,09,16,1
THEFT,SouthWest,1,03,17,2
OTHER,NorthWest,2,05,00,5
FRAUD,Center,5,02,01,1
THEFT,Center,2,03,15,5
OTHER,NorthWest,2,10,18,1
THEFT,NorthWest,5,02,15,2
OTHER,NorthWest,2,11,12,3
THEFT,NorthEast,7,04,14,21
CONDUCT,SouthEast,5,11,06,1
THEFT,Center,7,05,19,4
OTHER,Center,3,03,16,15
THEFT,Center,3,05,11,4
SEX,SouthWest,4,12,23,1
OTHER,SouthEast,4,10,21,3
THEFT,NorthWest,2,11,10,6
OTHER,NorthWest,5,05,14,2
DRUG/ALC,NorthEast,6,09,08,2
DRUG/ALC,NorthEast,3,12,18,3
OTHER,Center,5,06,02,6
DRUG/ALC,NorthEast,2,05,22,2
TRESPASSING,SouthEast,4,10,23,1
SEX,NorthEast,1,11,23,6
DRUG/ALC,Center,2,12,13,2
THEFT,SouthEast,5,01,13,1
OTHER,Center,5,08,12,6
THEFT,SouthEast,6,08,16,4
TRESPASSING,NorthEast,5,04,10,3
THEFT,SouthEast,5,10,02,1
MISSING PERSONS,SouthEast,2,08,18,2
TRESPASSING,Center,5,09,15,1
THEFT,Center,4,06,21,8
MISSING PERSONS,NorthWest,3,02,13,1
MISSING PERSONS,SouthEast,6,12,00,1
DRUG/ALC,Center,3,11,11,2
MISSING PERSONS,Center,5,03,17,1
SEX,SouthEast,3,08,21,2
CONDUCT,NorthEast,7,12,14,1
MISSING PERSONS,SouthEast,3,01,15,2
FRAUD,NorthEast,2,05,15,5
CONDUCT,Center,5,10,04,1
MISSING PERSONS,SouthWest,7,03,11,2
SEX,Center,1,12,19,2
SEX,SouthWest,7,06,13,2
SEX,NorthWest,4,01,15,3
SEX,Center,3,01,01,2
CONDUCT,NorthEast,2,04,21,1
DRUG/ALC,Center,4,04,09,1
OTHER,SouthEast,6,01,18,3
SEX,Center,6,01,14,1
SEX,Center,5,07,23,1
FRAUD,NorthEast,3,03,11,2
THEFT,NorthEast,4,03,11,23
FRAUD,NorthEast,7,03,19,1
OTHER,NorthEast,4,05,16,8
FRAUD,Center,2,07,04,1
MISSING PERSONS,NorthEast,1,05,23,1
SEX,Center,1,06,08,1
DRUG/ALC,NorthEast,4,06,13,3
THEFT,NorthEast,2,11,22,16
THEFT,NorthWest,3,09,09,1
CONDUCT,SouthEast,4,11,12,1
THEFT,SouthEast,5,06,19,3
TRESPASSING,Center,5,05,20,1
OTHER,SouthWest,6,02,15,1
OTHER,SouthWest,2,12,20,3
SEX,NorthWest,3,06,23,1
CONDUCT,SouthEast,3,06,20,1
THEFT,SouthEast,5,12,08,5
THEFT,SouthWest,7,03,07,1
OTHER,SouthEast,1,06,16,6
DRUG/ALC,Center,7,08,18,2
OTHER,NorthWest,5,01,09,4
CONDUCT,SouthWest,6,11,23,1
OTHER,SouthWest,4,03,00,3
OTHER,Center,4,08,06,2
OTHER,SouthWest,2,01,02,1
THEFT,NorthEast,4,02,23,16
DRUG/ALC,NorthEast,6,10,04,1
SEX,Center,3,11,07,2
CONDUCT,Center,7,02,09,2
CONDUCT,Center,1,11,03,1
CONDUCT,NorthWest,2,10,21,2
OTHER,SouthEast,7,05,02,2
MISSING PERSONS,NorthEast,5,09,12,2
MISSING PERSONS,NorthEast,5,02,19,1
THEFT,SouthWest,6,05,14,4
THEFT,SouthWest,3,05,01,1
MISSING PERSONS,SouthEast,7,10,20,3
DRUG/ALC,NorthEast,7,08,17,3
FRAUD,NorthEast,5,05,15,1
SEX,Center,6,09,23,1
SEX,SouthEast,6,04,23,5
CONDUCT,Center,2,10,04,1
MISSING PERSONS,Center,2,03,17,2
OTHER,NorthEast,4,12,02,4
SEX,NorthEast,3,03,21,2
OTHER,Center,7,03,03,3
DRUG/ALC,NorthEast,7,04,12,2
SEX,Center,2,07,23,2
OTHER,NorthWest,4,04,08,4
CONDUCT,NorthEast,5,04,21,2
SEX,NorthEast,4,11,13,2
DRUG/ALC,Center,1,11,08,1
THEFT,NorthEast,5,11,22,29
MISSING PERSONS,Center,7,07,21,4
DRUG/ALC,NorthWest,7,08,19,1
THEFT,SouthWest,3,09,02,5
THEFT,SouthEast,2,10,02,5
MISSING PERSONS,NorthEast,2,03,18,4
THEFT,NorthWest,6,10,13,5
THEFT,NorthEast,6,03,16,23
OTHER,NorthEast,6,05,11,8
SEX,NorthEast,7,07,13,11
OTHER,SouthEast,7,09,01,3
OTHER,NorthEast,4,01,20,13
THEFT,SouthEast,2,02,22,1
OTHER,Center,7,04,01,3
FRAUD,NorthEast,1,03,08,2
MISSING PERSONS,SouthWest,5,05,08,2
TRESPASSING,Center,6,07,15,1
SEX,Center,6,01,00,2
OTHER,Center,1,08,09,7
SEX,SouthWest,1,12,13,1
SEX,Center,7,06,19,4
CONDUCT,NorthEast,6,01,08,6
OTHER,SouthWest,5,01,02,1
CONDUCT,NorthEast,6,10,20,6
OTHER,SouthEast,7,12,16,6
THEFT,SouthEast,7,07,23,6
DRUG/ALC,Center,3,06,07,2
OTHER,NorthEast,4,10,08,25
CONDUCT,NorthEast,4,02,12,2
CONDUCT,NorthEast,4,09,19,3
OTHER,SouthWest,6,11,10,2
SEX,SouthWest,5,02,21,1
SEX,NorthWest,5,07,11,1
THEFT,NorthEast,4,02,05,1
THEFT,NorthEast,6,04,13,29
THEFT,SouthEast,2,06,19,5
THEFT,SouthEast,3,07,18,7
OTHER,SouthWest,4,03,14,2
MISSING PERSONS,SouthEast,5,11,19,1
OTHER,SouthWest,5,12,20,3
THEFT,SouthWest,6,11,12,4
SEX,NorthWest,1,12,18,1
THEFT,Center,6,06,09,3
MISSING PERSONS,SouthEast,3,09,16,1
THEFT,NorthEast,1,01,22,12
THEFT,SouthWest,3,08,22,1
SEX,Center,7,02,22,2
THEFT,SouthWest,6,10,18,2
THEFT,SouthEast,4,11,23,2
THEFT,SouthEast,2,12,08,4
SEX,Center,7,10,02,3
THEFT,NorthWest,4,06,04,4
SEX,NorthWest,4,09,16,3
DRUG/ALC,NorthWest,3,11,23,1
OTHER,NorthEast,3,04,11,13
OTHER,NorthWest,7,06,02,3
OTHER,NorthEast,7,04,19,14
CONDUCT,SouthEast,1,04,18,2
OTHER,Center,7,05,14,7
SEX,SouthEast,7,05,18,1
DRUG/ALC,NorthEast,4,08,08,4
OTHER,SouthWest,1,12,09,6
OTHER,SouthWest,5,04,23,2
OTHER,NorthWest,7,08,12,8
SEX,NorthEast,7,06,01,1
SEX,SouthWest,7,08,08,1
FRAUD,Center,4,02,08,1
OTHER,NorthEast,7,07,09,14
SEX,NorthEast,2,12,07,1
THEFT,Center,3,02,08,1
OTHER,SouthEast,6,03,04,1
THEFT,NorthWest,1,03,11,7
OTHER,NorthWest,1,05,16,3
OTHER,NorthEast,4,11,09,11
OTHER,Center,6,03,07,5
THEFT,NorthWest,7,08,10,2
DRUG/ALC,NorthWest,1,06,13,2
FRAUD,NorthEast,1,09,09,1
FRAUD,NorthEast,7,01,21,1
CONDUCT,SouthWest,2,04,10,1
CONDUCT,NorthEast,1,09,17,1
OTHER,Center,3,10,05,2
THEFT,NorthWest,5,05,19,4
TRESPASSING,NorthEast,3,09,07,2
OTHER,NorthEast,2,01,06,5
SEX,NorthEast,1,01,15,2
SEX,SouthWest,3,08,15,2
THEFT,Center,7,02,15,7
SEX,SouthEast,1,01,10,1
OTHER,NorthWest,3,10,11,1
FRAUD,NorthEast,4,05,13,4
THEFT,NorthEast,3,05,13,28
THEFT,Center,3,12,22,4
SEX,SouthEast,6,01,02,3
THEFT,Center,2,05,18,3
MISSING PERSONS,NorthWest,1,03,07,1
SEX,NorthEast,5,11,15,13
THEFT,Center,2,10,00,6
SEX,SouthEast,5,11,10,1
OTHER,SouthEast,6,02,21,4
DRUG/ALC,NorthEast,2,06,15,2
OTHER,Center,5,08,20,8
SEX,NorthEast,2,02,10,5
DRUG/ALC,Center,1,10,09,3
CONDUCT,NorthWest,6,12,23,1
SEX,SouthEast,6,12,20,1
OTHER,SouthEast,1,02,06,3
OTHER,SouthWest,4,05,03,1
CONDUCT,NorthWest,3,09,15,1
THEFT,NorthWest,1,02,23,1
MISSING PERSONS,SouthEast,4,01,17,2
FRAUD,Center,6,01,12,1
TRESPASSING,Center,4,05,06,1
CONDUCT,Center,4,09,01,1
THEFT,NorthEast,2,05,17,26
OTHER,NorthWest,2,11,20,7
CONDUCT,Center,1,03,12,2
THEFT,Center,5,10,14,4
SEX,NorthWest,3,01,17,1
THEFT,NorthEast,7,12,04,6
OTHER,Center,7,05,00,7
OTHER,NorthEast,1,04,08,12
SEX,NorthEast,1,12,01,3
THEFT,NorthWest,7,03,15,3
SEX,SouthEast,7,10,14,1
OTHER,Center,7,10,18,5
CONDUCT,SouthWest,5,04,10,1
THEFT,SouthEast,4,05,04,1
CONDUCT,Center,6,12,11,2
OTHER,NorthEast,5,01,06,7
OTHER,NorthWest,1,12,02,2
THEFT,NorthWest,2,05,19,7
SEX,SouthWest,7,07,01,1
THEFT,Center,4,07,10,3
THEFT,Center,1,02,11,2
SEX,NorthEast,3,01,19,2
OTHER,Center,7,11,12,12
SEX,NorthEast,7,01,11,1
OTHER,NorthWest,6,02,07,3
OTHER,SouthWest,7,06,09,3
OTHER,NorthEast,7,10,17,25
OTHER,Center,4,07,12,3
THEFT,NorthWest,3,03,08,1
DRUG/ALC,SouthEast,4,03,08,1
OTHER,Center,3,10,23,5
THEFT,Center,7,11,10,1
TRESPASSING,Center,1,05,09,3
OTHER,SouthEast,4,02,09,8
FRAUD,Center,3,05,07,1
THEFT,Center,4,05,07,1
SEX,NorthEast,5,12,07,2
OTHER,NorthWest,1,01,20,1
CONDUCT,Center,6,06,15,2
OTHER,NorthEast,6,08,04,4
DRUG/ALC,NorthEast,7,11,01,1
CONDUCT,NorthWest,3,01,16,1
SEX,SouthWest,5,01,18,2
FRAUD,SouthEast,7,09,03,1
SEX,SouthEast,5,02,15,3
TRESPASSING,Center,4,09,13,1
OTHER,NorthWest,1,10,08,4
OTHER,NorthEast,6,11,21,13
SEX,NorthEast,5,02,10,4
THEFT,Center,1,03,23,6
DRUG/ALC,NorthEast,5,12,11,5
SEX,SouthWest,1,10,12,1
THEFT,NorthEast,5,05,17,29
OTHER,NorthWest,5,11,20,3
THEFT,NorthWest,6,12,12,8
SEX,Center,4,12,17,2
THEFT,SouthWest,3,04,14,1
FRAUD,SouthWest,4,04,14,1
THEFT,Center,2,10,14,2
THEFT,SouthWest,6,04,01,1
OTHER,NorthWest,7,04,17,3
TRESPASSING,SouthEast,1,12,12,1
THEFT,NorthWest,4,01,22,3
SEX,NorthWest,5,01,13,1
DRUG/ALC,NorthEast,7,01,07,1
THEFT,NorthEast,1,06,04,2
SEX,NorthEast,1,09,16,3
THEFT,NorthEast,3,09,06,4
THEFT,Center,5,10,00,8
SEX,SouthEast,2,11,10,2
FRAUD,NorthEast,4,09,06,1
THEFT,Center,5,05,18,3
SEX,NorthEast,2,11,15,9
THEFT,NorthWest,1,02,05,1
DRUG/ALC,NorthEast,5,06,15,2
THEFT,SouthWest,6,03,03,1
OTHER,Center,2,08,20,7
OTHER,NorthEast,1,11,06,13
SEX,NorthEast,4,12,18,9
DRUG/ALC,NorthEast,1,07,18,4
MISSING PERSONS,NorthEast,4,09,22,2
THEFT,SouthEast,7,12,00,3
CONDUCT,NorthEast,2,02,22,1
SEX,Center,6,11,19,1
DRUG/ALC,SouthEast,5,06,09,1
SEX,NorthWest,7,09,07,1
DRUG/ALC,NorthEast,5,09,13,4
SEX,SouthEast,2,11,09,3
CONDUCT,NorthEast,2,10,02,1
OTHER,Center,4,12,04,1
CONDUCT,SouthEast,6,03,16,1
DRUG/ALC,Center,7,09,05,1
THEFT,SouthWest,7,09,22,3
THEFT,NorthEast,2,10,07,6
OTHER,SouthWest,2,02,01,2
THEFT,SouthEast,6,01,08,3
MISSING PERSONS,NorthWest,3,01,06,2
OTHER,NorthWest,6,12,09,1
THEFT,SouthEast,1,06,14,1
TRESPASSING,NorthEast,1,04,20,1
SEX,SouthEast,4,01,06,1
FRAUD,SouthWest,2,08,12,1
DRUG/ALC,Center,7,01,14,1
THEFT,SouthWest,6,03,11,1
OTHER,SouthWest,6,05,16,4
OTHER,SouthEast,4,12,07,5
CONDUCT,NorthEast,4,08,11,5
MISSING PERSONS,SouthWest,5,08,20,2
THEFT,Center,5,09,21,7
SEX,NorthEast,5,02,09,3
THEFT,SouthEast,5,04,21,8
DRUG/ALC,SouthWest,6,06,13,1
THEFT,SouthWest,7,08,02,1
CONDUCT,Center,6,12,03,2
OTHER,SouthEast,1,07,11,3
SEX,Center,3,02,02,1
OTHER,SouthEast,4,02,10,8
CONDUCT,Center,6,09,13,1
TRESPASSING,Center,3,01,23,2
CONDUCT,NorthEast,3,07,18,2
OTHER,SouthEast,6,08,14,5
DRUG/ALC,Center,2,08,16,4
SEX,Center,6,08,18,1
OTHER,NorthEast,4,02,15,19
OTHER,SouthEast,3,08,01,2
THEFT,Center,7,11,09,2
SEX,NorthEast,7,01,03,2
THEFT,SouthWest,7,06,12,1
THEFT,NorthWest,2,04,07,1
TRESPASSING,Center,1,05,10,1
MISSING PERSONS,NorthEast,3,11,20,2
SEX,Center,2,12,00,3
OTHER,Center,3,01,21,7
FRAUD,NorthEast,2,02,16,3
CONDUCT,NorthEast,2,12,08,1
OTHER,NorthEast,6,03,00,20
CONDUCT,NorthEast,7,07,23,2
THEFT,SouthWest,6,02,23,2
THEFT,SouthEast,6,10,20,4
CONDUCT,Center,3,07,17,2
SEX,NorthEast,6,08,17,3
CONDUCT,SouthWest,5,07,19,1
THEFT,Center,4,07,09,1
MISSING PERSONS,SouthEast,5,09,23,2
THEFT,Center,4,04,19,3
SEX,NorthEast,7,10,04,1
THEFT,SouthEast,4,09,19,1
TRESPASSING,Center,1,07,07,1
OTHER,SouthEast,5,12,18,5
SEX,Center,5,12,14,2
FRAUD,NorthEast,3,05,14,3
MISSING PERSONS,SouthEast,2,01,14,3
THEFT,NorthEast,4,05,14,24
FRAUD,SouthWest,4,07,20,1
THEFT,NorthWest,6,07,04,1
FRAUD,SouthWest,5,08,12,1
OTHER,SouthWest,6,12,02,1
THEFT,Center,6,07,21,6
THEFT,SouthEast,7,12,14,1
OTHER,SouthWest,1,02,07,4
THEFT,NorthEast,1,10,01,11
OTHER,NorthWest,3,10,03,1
THEFT,SouthEast,1,06,00,2
DRUG/ALC,Center,7,09,23,3
TRESPASSING,Center,6,12,16,1
THEFT,Center,2,09,21,4
SEX,NorthEast,2,02,09,1
SEX,NorthEast,6,04,12,3
THEFT,SouthEast,2,04,21,5
CONDUCT,NorthWest,3,06,13,1
DRUG/ALC,NorthEast,3,09,17,1
FRAUD,NorthEast,6,09,02,1
FRAUD,SouthWest,3,03,16,1
THEFT,SouthWest,4,03,16,2
OTHER,SouthWest,4,05,11,2
CONDUCT,NorthEast,6,08,16,3
SEX,Center,3,07,16,2
OTHER,SouthWest,6,01,20,4
DRUG/ALC,NorthEast,2,09,13,5
SEX,SouthEast,5,11,09,1
DRUG/ALC,Center,6,06,19,4
CONDUCT,NorthEast,5,10,02,1
MISSING PERSONS,NorthEast,1,02,00,1
OTHER,NorthWest,3,01,04,1
THEFT,NorthWest,4,04,18,3
MISSING PERSONS,NorthEast,7,03,16,1
THEFT,Center,1,07,06,1
THEFT,NorthEast,5,10,07,3
DRUG/ALC,NorthEast,6,07,13,1
OTHER,SouthEast,3,07,08,2
MISSING PERSONS,SouthWest,4,07,12,2
SEX,SouthEast,7,09,21,4
SEX,NorthWest,6,11,18,1
THEFT,SouthWest,1,12,12,2
CONDUCT,Center,1,05,21,2
OTHER,NorthEast,7,05,07,6
OTHER,SouthEast,6,08,00,3
SEX,SouthEast,1,01,09,1
DRUG/ALC,Center,3,03,12,3
THEFT,NorthWest,1,04,01,1
