category,hood,weekday,month,hour,count
FRAUD,SouthWest,4,11,21,1
MISSING PERSONS,NorthWest,7,10,16,2
THEFT,NorthWest,5,03,07,1
SEX,NorthEast,2,07,18,3
DRUG/ALC,NorthEast,6,07,16,2
OTHER,SouthWest,1,09,21,2
OTHER,SouthWest,7,01,09,4
SEX,NorthEast,7,06,11,3
SEX,NorthEast,3,06,19,4
CONDUCT,Center,2,10,22,2
CONDUCT,NorthWest,4,01,14,1
THEFT,NorthWest,4,09,12,3
OTHER,SouthWest,6,09,06,2
SEX,Center,5,10,09,1
SEX,NorthEast,7,12,15,1
THEFT,NorthWest,4,02,19,7
THEFT,NorthWest,1,03,01,1
DRUG/ALC,Center,3,04,12,4
OTHER,NorthEast,3,03,03,15
FRAUD,SouthWest,7,07,21,1
SEX,SouthEast,6,04,17,1
TRESPASSING,Center,6,12,13,1
TRESPASSING,NorthEast,6,07,08,1
FRAUD,NorthEast,1,12,21,3
MISSING PERSONS,NorthEast,3,07,21,1
MISSING PERSONS,Center,1,10,14,2
OTHER,Center,2,12,12,6
THEFT,SouthWest,4,04,16,1
OTHER,NorthWest,6,10,14,6
THEFT,NorthEast,1,10,03,6
DRUG/ALC,Center,5,08,13,1
SEX,NorthEast,3,02,22,5
THEFT,NorthWest,4,03,18,10
OTHER,Center,4,10,15,5
TRESPASSING,SouthWest,5,11,00,1
CONDUCT,Center,5,07,16,1
THEFT,SouthEast,4,11,17,2
THEFT,SouthEast,7,07,17,2
THEFT,NorthWest,4,06,22,4
DRUG/ALC,NorthEast,7,06,07,1
THEFT,NorthWest,6,08,20,3
THEFT,NorthEast,1,01,04,4
FRAUD,NorthWest,5,01,10,1
DRUG/ALC,SouthEast,7,03,23,1
THEFT,Center,2,12,10,3
DRUG/ALC,NorthEast,5,01,15,7
MISSING PERSONS,Center,2,02,11,2
THEFT,SouthEast,2,03,21,3
SEX,NorthEast,6,03,12,7
THEFT,NorthEast,5,08,21,23
DRUG/ALC,SouthEast,5,01,10,2
CONDUCT,SouthEast,4,04,11,2
CONDUCT,NorthEast,1,09,23,1
OTHER,SouthEast,6,03,22,1
OTHER,NorthEast,2,02,16,17
OTHER,NorthEast,7,10,05,4
THEFT,Center,4,01,21,4
SEX,SouthEast,3,05,17,5
CONDUCT,NorthEast,7,10,10,3
OTHER,Center,5,10,13,5
OTHER,SouthWest,7,11,20,4
DRUG/ALC,Center,6,11,00,1
TRESPASSING,Center,7,09,07,1
THEFT,NorthEast,3,02,15,18
THEFT,SouthEast,4,08,01,6
FRAUD,NorthEast,4,02,15,1
TRESPASSING,NorthWest,6,11,19,1
THEFT,SouthEast,3,02,10,1
OTHER,SouthWest,5,04,17,5
OTHER,Center,7,04,11,1
OTHER,SouthEast,3,09,19,5
OTHER,SouthWest,2,10,19,2
OTHER,Center,3,04,19,7
MISSING PERSONS,SouthEast,3,06,15,2
OTHER,SouthEast,7,09,11,4
OTHER,SouthEast,3,02,12,4
OTHER,NorthEast,3,05,14,19
OTHER,NorthEast,6,05,01,14
OTHER,SouthWest,4,07,20,4
THEFT,SouthEast,1,11,19,4
DRUG/ALC,NorthWest,5,12,18,1
OTHER,SouthEast,6,06,18,8
FRAUD,NorthEast,6,03,00,2
MISSING PERSONS,NorthEast,5,01,22,1
CONDUCT,NorthEast,1,01,00,1
CONDUCT,Center,3,03,06,1
OTHER,Center,3,07,09,6
THEFT,NorthEast,7,02,08,8
SEX,SouthEast,2,05,13,2
DRUG/ALC,NorthEast,4,01,13,8
SEX,Center,1,01,08,3
TRESPASSING,NorthEast,2,03,09,1
OTHER,SouthEast,5,11,16,6
OTHER,NorthEast,5,07,02,5
THEFT,SouthWest,2,08,10,1
SEX,Center,1,10,20,2
DRUG/ALC,SouthEast,6,12,09,1
THEFT,SouthEast,5,01,19,8
THEFT,SouthWest,5,03,15,2
DRUG/ALC,NorthEast,6,06,03,2
OTHER,NorthWest,7,04,05,2
CONDUCT,NorthWest,7,04,10,1
SEX,NorthWest,1,05,10,1
CONDUCT,NorthEast,5,05,12,4
DRUG/ALC,Center,2,12,19,1
SEX,NorthWest,3,01,23,1
CONDUCT,NorthEast,5,11,00,1
OTHER,SouthEast,1,01,16,3
SEX,Center,5,11,08,2
SEX,NorthWest,5,07,01,1
MISSING PERSONS,SouthEast,4,01,23,1
THEFT,NorthEast,2,05,23,21
DRUG/ALC,Center,2,06,08,1
THEFT,Center,3,12,04,4
OTHER,NorthWest,5,06,09,2
THEFT,NorthWest,1,02,17,8
THEFT,SouthEast,3,12,07,1
THEFT,Center,7,05,13,3
THEFT,NorthEast,7,12,22,16
OTHER,SouthWest,2,06,02,1
THEFT,SouthEast,1,08,18,6
THEFT,SouthWest,1,07,22,1
THEFT,SouthWest,1,05,08,3
OTHER,SouthWest,2,08,12,4
THEFT,NorthEast,5,05,05,5
SEX,SouthEast,6,02,03,5
CONDUCT,NorthEast,2,11,14,1
OTHER,SouthEast,1,09,15,3
OTHER,SouthWest,5,10,19,2
OTHER,Center,1,04,15,7
CONDUCT,NorthEast,1,09,05,3
OTHER,Center,3,10,17,13
OTHER,SouthWest,2,04,17,4
OTHER,NorthEast,1,09,10,7
THEFT,SouthEast,3,11,15,5
OTHER,NorthEast,7,10,23,14
THEFT,NorthEast,3,11,10,22
SEX,Center,2,04,06,2
THEFT,SouthEast,4,05,22,2
THEFT,SouthWest,1,10,16,2
DRUG/ALC,Center,3,11,01,2
THEFT,NorthEast,4,04,03,3
OTHER,SouthEast,2,11,16,6
DRUG/ALC,Center,6,11,14,1
DRUG/ALC,NorthWest,3,05,22,1
SEX,SouthEast,5,05,13,2
SEX,SouthEast,1,07,21,2
MISSING PERSONS,SouthWest,3,07,10,2
OTHER,NorthEast,3,10,18,23
OTHER,NorthEast,3,05,00,17
OTHER,NorthEast,6,08,22,10
THEFT,NorthWest,3,12,21,3
CONDUCT,NorthEast,6,12,19,3
CONDUCT,SouthEast,1,10,11,1
OTHER,NorthEast,5,02,16,22
OTHER,NorthEast,4,06,20,14
CONDUCT,NorthEast,1,01,14,4
THEFT,NorthEast,1,09,12,21
OTHER,Center,2,10,13,6
MISSING PERSONS,NorthEast,6,10,15,1
OTHER,SouthWest,3,04,13,1
DRUG/ALC,NorthWest,7,07,15,6
OTHER,NorthEast,3,11,12,19
SEX,Center,6,06,00,3
SEX,Center,3,01,11,1
THEFT,NorthEast,1,02,19,35
FRAUD,NorthEast,6,03,14,2
THEFT,NorthEast,4,03,01,3
CONDUCT,NorthEast,6,06,08,2
CONDUCT,SouthEast,5,02,00,1
THEFT,NorthEast,1,03,18,26
OTHER,SouthWest,5,06,02,1
CONDUCT,SouthEast,3,05,16,1
OTHER,NorthWest,7,04,23,4
OTHER,SouthEast,1,05,20,6
TRESPASSING,Center,5,06,16,1
OTHER,SouthWest,5,08,12,6
THEFT,Center,7,09,06,2
CONDUCT,NorthEast,5,11,14,2
THEFT,NorthWest,4,10,03,1
THEFT,NorthEast,2,05,05,6
TRESPASSING,Center,6,11,18,2
THEFT,SouthEast,2,01,19,8
THEFT,SouthWest,2,03,15,2
SEX,NorthWest,3,09,14,1
OTHER,NorthWest,3,04,18,7
MISSING PERSONS,NorthEast,4,05,19,3
THEFT,Center,1,03,17,3
OTHER,NorthEast,2,07,02,5
THEFT,SouthWest,5,08,10,1
CONDUCT,NorthEast,2,05,12,2
SEX,NorthEast,6,11,03,2
OTHER,SouthWest,3,03,16,4
THEFT,SouthWest,3,05,11,2
THEFT,NorthEast,1,06,22,17
SEX,Center,2,11,08,2
SEX,Center,4,12,23,1
THEFT,SouthWest,7,05,19,1
OTHER,NorthEast,6,09,02,7
CONDUCT,NorthEast,2,11,00,3
OTHER,NorthWest,2,06,09,6
THEFT,NorthEast,5,05,23,27
SEX,Center,7,06,13,1
THEFT,NorthWest,4,09,20,6
SEX,SouthWest,1,12,19,2
DRUG/ALC,Center,3,04,20,1
SEX,NorthEast,7,04,09,2
CONDUCT,NorthEast,1,05,09,4
OTHER,NorthWest,1,08,02,5
MISSING PERSONS,Center,3,03,19,2
DRUG/ALC,SouthEast,3,09,20,1
DRUG/ALC,SouthWest,2,10,20,1
MISSING PERSONS,Center,1,08,10,2
FRAUD,NorthEast,1,05,17,6
SEX,SouthWest,1,06,08,1
CONDUCT,Center,6,08,11,2
SEX,NorthEast,7,07,19,3
SEX,Center,2,03,04,2
OTHER,NorthWest,1,06,12,4
THEFT,NorthWest,6,10,19,8
CONDUCT,NorthEast,3,10,21,6
TRESPASSING,NorthEast,6,06,15,1
SEX,NorthEast,1,08,01,5
OTHER,NorthEast,6,12,04,5
SEX,NorthEast,5,08,07,6
MISSING PERSONS,NorthEast,6,05,03,1
THEFT,SouthWest,4,06,21,1
SEX,NorthEast,4,11,19,3
CONDUCT,SouthWest,5,01,03,1
TRESPASSING,NorthEast,6,12,11,2
THEFT,NorthWest,1,06,10,2
FRAUD,NorthEast,5,06,04,1
TRESPASSING,SouthWest,7,08,14,1
CONDUCT,NorthWest,7,07,16,2
SEX,NorthEast,2,06,23,3
THEFT,SouthEast,7,03,04,2
THEFT,NorthEast,6,07,09,10
SEX,Center,4,08,17,1
OTHER,Center,2,01,02,3
THEFT,NorthWest,4,05,15,5
MISSING PERSONS,NorthWest,2,01,10,2
SEX,NorthWest,5,03,21,1
OTHER,Center,4,03,00,3
THEFT,NorthWest,6,08,12,3
OTHER,SouthWest,4,08,06,2
SEX,Center,2,02,21,2
THEFT,NorthEast,2,09,09,13
THEFT,Center,3,05,01,2
DRUG/ALC,SouthEast,2,03,11,3
THEFT,Center,6,05,14,3
DRUG/ALC,NorthEast,1,01,23,1
SEX,NorthEast,6,03,20,8
OTHER,NorthWest,1,09,22,1
THEFT,NorthEast,6,04,19,32
THEFT,SouthEast,2,06,13,3
THEFT,NorthWest,6,06,02,1
DRUG/ALC,NorthEast,3,07,07,1
SEX,NorthEast,4,08,18,3
DRUG/ALC,NorthEast,1,09,00,1
OTHER,Center,2,12,20,2
OTHER,Center,6,02,15,3
MISSING PERSONS,NorthWest,7,03,05,1
DRUG/ALC,SouthEast,7,05,08,3
CONDUCT,NorthEast,4,09,13,7
CONDUCT,SouthEast,4,06,09,2
THEFT,SouthEast,3,06,17,4
FRAUD,NorthWest,7,07,22,1
CONDUCT,Center,6,11,23,2
MISSING PERSONS,Center,3,02,18,2
THEFT,Center,7,03,07,2
OTHER,NorthWest,6,08,10,1
TRESPASSING,SouthEast,1,08,12,1
MISSING PERSONS,Center,5,10,16,1
OTHER,NorthWest,4,02,14,2
DRUG/ALC,SouthEast,7,10,16,1
DRUG/ALC,NorthEast,4,06,19,2
OTHER,Center,1,11,02,1
SEX,SouthEast,5,03,07,1
SEX,NorthEast,2,08,07,7
FRAUD,NorthEast,7,03,13,1
OTHER,NorthWest,7,12,12,4
THEFT,Center,3,09,02,2
SEX,NorthEast,1,07,08,3
DRUG/ALC,Center,4,07,13,1
CONDUCT,SouthEast,3,04,07,1
OTHER,NorthEast,3,01,09,14
CONDUCT,NorthEast,7,04,22,3
SEX,NorthEast,1,05,22,6
OTHER,SouthWest,1,08,09,3
CONDUCT,Center,3,09,07,4
SEX,Center,1,12,13,3
DRUG/ALC,NorthEast,4,12,08,1
SEX,NorthEast,5,06,23,9
MISSING PERSONS,SouthWest,3,03,13,1
THEFT,NorthEast,7,11,21,20
MISSING PERSONS,Center,5,05,08,2
SEX,Center,1,09,03,1
SEX,NorthWest,2,02,04,2
THEFT,NorthEast,4,07,21,20
OTHER,SouthWest,7,03,03,1
FRAUD,NorthEast,3,07,21,1
CONDUCT,Center,3,04,04,1
SEX,SouthWest,6,09,23,2
MISSING PERSONS,NorthWest,3,02,19,2
CONDUCT,SouthEast,1,06,06,2
SEX,SouthEast,4,09,12,1
TRESPASSING,Center,7,03,06,1
THEFT,NorthWest,6,04,17,3
SEX,SouthWest,2,07,23,1
THEFT,NorthWest,7,02,07,3
DRUG/ALC,NorthEast,4,10,02,1
THEFT,SouthWest,6,06,09,1
THEFT,Center,6,11,12,6
OTHER,Center,4,03,14,7
SEX,SouthEast,4,03,18,1
OTHER,Center,5,12,20,5
MISSING PERSONS,NorthEast,5,02,13,1
SEX,NorthWest,4,11,17,1
DRUG/ALC,NorthEast,4,02,22,3
CONDUCT,NorthEast,4,05,06,1
FRAUD,Center,6,06,20,1
SEX,SouthWest,7,10,02,1
CONDUCT,NorthWest,7,10,22,1
THEFT,Center,6,10,18,8
DRUG/ALC,NorthEast,1,01,05,1
THEFT,Center,6,05,00,6
THEFT,Center,3,08,22,3
TRESPASSING,NorthEast,1,03,12,1
MISSING PERSONS,Center,2,10,16,2
THEFT,NorthEast,7,08,04,6
MISSING PERSONS,NorthWest,5,01,10,2
SEX,NorthWest,2,03,21,3
OTHER,Center,5,01,02,1
MISSING PERSONS,SouthEast,2,11,13,1
DRUG/ALC,NorthEast,2,08,11,3
OTHER,NorthWest,4,02,00,4
SEX,NorthWest,7,07,17,2
THEFT,NorthEast,5,09,09,11
OTHER,Center,6,11,10,7
SEX,SouthEast,4,06,22,1
DRUG/ALC,SouthWest,6,04,21,1
THEFT,SouthEast,5,06,13,3
SEX,SouthEast,6,08,20,1
THEFT,NorthEast,6,10,17,34
OTHER,Center,2,04,05,3
CONDUCT,SouthEast,2,09,10,2
MISSING PERSONS,NorthEast,4,02,15,2
CONDUCT,NorthEast,2,09,15,2
THEFT,SouthEast,4,12,11,4
OTHER,NorthEast,4,06,12,26
THEFT,NorthEast,1,09,20,23
SEX,NorthEast,2,01,17,2
THEFT,SouthWest,7,02,15,2
OTHER,SouthEast,6,07,05,3
CONDUCT,NorthEast,6,07,15,1
SEX,Center,3,08,15,1
TRESPASSING,Center,6,01,08,1
OTHER,SouthEast,5,01,00,8
THEFT,NorthWest,3,05,17,5
OTHER,NorthEast,3,11,20,20
CONDUCT,NorthEast,1,11,16,1
CONDUCT,NorthWest,4,05,09,1
OTHER,NorthEast,4,08,02,5
OTHER,Center,5,04,23,8
SEX,NorthEast,3,01,13,8
OTHER,SouthEast,5,09,23,3
OTHER,Center,1,12,09,2
OTHER,SouthWest,7,05,14,2
THEFT,SouthEast,6,05,02,2
THEFT,NorthWest,2,05,13,6
MISSING PERSONS,SouthWest,7,06,10,2
OTHER,NorthEast,2,10,11,14
FRAUD,NorthEast,5,01,22,1
CONDUCT,SouthEast,6,05,07,1
DRUG/ALC,NorthWest,3,06,15,1
CONDUCT,NorthEast,7,08,00,3
CONDUCT,SouthWest,4,12,16,1
DRUG/ALC,Center,6,01,16,4
OTHER,SouthEast,2,01,14,4
FRAUD,NorthEast,3,06,10,2
THEFT,NorthWest,5,09,06,2
MISSING PERSONS,SouthEast,5,12,18,1
THEFT,NorthEast,4,06,10,16
THEFT,SouthEast,4,06,15,3
THEFT,Center,1,07,04,1
THEFT,SouthEast,3,01,23,2
CONDUCT,NorthEast,2,05,20,3
OTHER,NorthEast,4,09,22,16
SEX,SouthEast,1,02,17,2
THEFT,SouthWest,5,10,14,2
OTHER,NorthWest,3,01,06,2
FRAUD,SouthWest,6,01,12,1
THEFT,SouthEast,1,05,10,2
THEFT,NorthEast,1,05,15,24
OTHER,SouthEast,7,08,16,4
TRESPASSING,NorthWest,2,09,07,1
DRUG/ALC,Center,1,03,22,1
OTHER,NorthEast,1,02,14,25
THEFT,SouthWest,3,12,22,2
THEFT,SouthEast,7,01,18,8
THEFT,NorthEast,5,03,08,8
OTHER,NorthWest,2,04,11,4
THEFT,SouthEast,2,08,08,2
OTHER,SouthEast,1,05,12,4
OTHER,SouthWest,5,08,20,1
CONDUCT,NorthWest,1,09,13,1
OTHER,SouthEast,1,11,00,2
CONDUCT,NorthEast,5,01,16,4
DRUG/ALC,NorthEast,1,06,17,2
THEFT,Center,3,04,00,2
FRAUD,SouthEast,4,09,00,1
CONDUCT,NorthWest,1,12,03,1
FRAUD,Center,4,04,00,2
THEFT,SouthEast,1,07,07,1
THEFT,SouthEast,3,09,00,5
THEFT,SouthWest,2,10,00,1
THEFT,SouthWest,2,05,18,4
OTHER,Center,2,04,23,4
SEX,Center,4,11,01,2
SEX,NorthWest,4,07,08,1
OTHER,SouthEast,2,09,23,1
SEX,NorthEast,7,10,06,3
THEFT,SouthWest,7,11,10,1
OTHER,SouthEast,3,02,20,2
OTHER,NorthEast,5,10,11,17
FRAUD,NorthEast,2,01,22,1
OTHER,SouthWest,4,07,12,4
CONDUCT,SouthEast,1,02,16,2
THEFT,NorthWest,5,05,13,4
OTHER,SouthEast,5,01,14,9
SEX,Center,5,01,18,2
MISSING PERSONS,SouthEast,4,11,15,4
DRUG/ALC,NorthEast,1,04,02,4
OTHER,SouthEast,6,07,23,11
THEFT,SouthWest,4,05,07,3
SEX,NorthWest,3,11,15,2
THEFT,SouthEast,6,12,16,6
TRESPASSING,NorthEast,5,01,03,1
CONDUCT,SouthWest,6,12,11,1
CONDUCT,NorthEast,5,09,15,3
MISSING PERSONS,NorthEast,6,03,14,1
DRUG/ALC,Center,4,01,11,2
OTHER,SouthEast,5,09,05,5
MISSING PERSONS,NorthEast,7,07,10,2
DRUG/ALC,Center,6,05,20,2
OTHER,SouthWest,7,05,00,5
FRAUD,NorthEast,6,10,15,1
OTHER,Center,7,06,09,7
THEFT,NorthWest,1,07,21,4
SEX,Center,1,08,19,2
OTHER,SouthWest,7,11,12,4
THEFT,SouthWest,1,02,11,5
SEX,Center,3,03,10,1
SEX,NorthEast,5,01,17,5
THEFT,SouthWest,4,07,10,1
CONDUCT,NorthEast,7,08,14,3
MISSING PERSONS,SouthWest,1,12,10,2
SEX,SouthEast,3,12,21,1
OTHER,SouthEast,4,03,02,1
SEX,Center,7,07,01,3
FRAUD,SouthWest,3,07,10,1
OTHER,NorthEast,7,04,13,20
OTHER,SouthEast,2,01,00,5
THEFT,SouthEast,3,01,05,1
THEFT,NorthEast,2,03,08,19
OTHER,NorthWest,5,04,11,1
THEFT,SouthEast,5,08,08,6
TRESPASSING,NorthEast,7,02,09,1
CONDUCT,NorthEast,2,01,16,3
SEX,Center,4,01,07,1
OTHER,SouthWest,2,08,20,2
THEFT,Center,6,03,03,4
DRUG/ALC,NorthWest,1,10,02,1
THEFT,SouthWest,5,05,18,2
SEX,NorthEast,1,11,17,10
THEFT,SouthWest,5,10,00,1
SEX,Center,1,10,12,1
OTHER,NorthEast,1,02,00,33
THEFT,SouthEast,2,07,01,2
DRUG/ALC,NorthEast,6,04,10,1
DRUG/ALC,NorthEast,7,12,17,1
THEFT,SouthWest,1,03,23,3
SEX,SouthEast,4,01,04,1
DRUG/ALC,NorthEast,2,05,04,1
DRUG/ALC,Center,3,12,23,1
CONDUCT,NorthEast,5,05,20,3
CONDUCT,SouthEast,3,01,12,1
THEFT,Center,6,04,01,2
FRAUD,Center,4,04,14,1
THEFT,SouthEast,3,09,14,4
THEFT,SouthWest,2,10,14,1
THEFT,Center,3,04,14,1
THEFT,SouthEast,6,09,01,2
THEFT,NorthEast,3,05,19,26
OTHER,NorthEast,7,03,16,23
THEFT,NorthEast,7,05,11,25
OTHER,SouthEast,1,11,14,1
SEX,Center,1,11,18,2
FRAUD,NorthEast,4,05,19,1
OTHER,NorthWest,7,10,13,5
FRAUD,NorthEast,4,09,04,1
SEX,NorthEast,3,06,16,12
SEX,SouthEast,4,10,11,1
THEFT,NorthEast,3,09,04,1
DRUG/ALC,SouthWest,7,01,14,1
OTHER,NorthEast,1,11,04,8
DRUG/ALC,Center,6,06,13,3
THEFT,SouthWest,5,09,21,3
THEFT,Center,6,03,11,2
DRUG/ALC,SouthEast,2,05,14,1
OTHER,Center,6,05,16,2
THEFT,NorthEast,1,06,06,3
DRUG/ALC,NorthEast,2,02,12,1
DRUG/ALC,NorthEast,6,04,09,2
SEX,NorthEast,4,01,14,2
OTHER,NorthWest,1,03,07,1
CONDUCT,NorthWest,2,07,18,1
OTHER,SouthWest,4,12,04,2
THEFT,NorthEast,6,06,21,30
SEX,NorthEast,4,09,05,3
CONDUCT,NorthWest,3,12,08,1
THEFT,NorthWest,4,02,16,3
THEFT,NorthWest,5,06,20,1
SEX,NorthEast,5,03,02,1
SEX,SouthEast,2,08,02,1
THEFT,NorthEast,7,05,03,6
OTHER,SouthEast,4,01,17,2
FRAUD,NorthEast,4,04,07,2
THEFT,SouthEast,7,04,22,2
THEFT,NorthEast,3,04,07,7
THEFT,Center,7,09,22,9
THEFT,SouthWest,4,07,09,4
CONDUCT,Center,5,07,19,1
OTHER,NorthEast,5,10,03,2
THEFT,Center,6,02,23,4
OTHER,Center,7,06,10,2
DRUG/ALC,Center,4,10,04,1
CONDUCT,Center,7,06,05,1
SEX,Center,3,03,09,1
MISSING PERSONS,NorthEast,3,04,11,2
OTHER,NorthEast,6,08,06,4
MISSING PERSONS,NorthEast,7,04,19,2
CONDUCT,NorthEast,5,06,13,3
DRUG/ALC,NorthWest,5,09,17,1
THEFT,Center,3,07,20,5
SEX,SouthWest,4,03,20,4
FRAUD,SouthEast,5,09,17,1
SEX,SouthWest,5,12,14,1
CONDUCT,Center,1,12,23,1
FRAUD,SouthWest,7,04,11,2
THEFT,SouthWest,4,04,19,4
CONDUCT,Center,5,04,09,1
OTHER,NorthWest,4,05,23,2
SEX,SouthWest,6,08,18,1
SEX,Center,2,04,22,1
OTHER,NorthEast,5,01,04,7
SEX,SouthEast,2,09,22,3
DRUG/ALC,Center,4,01,03,1
FRAUD,Center,7,11,20,1
TRESPASSING,NorthEast,5,01,11,1
THEFT,Center,7,08,02,7
MISSING PERSONS,NorthEast,4,11,09,3
OTHER,SouthWest,3,01,21,1
OTHER,NorthEast,1,08,21,13
SEX,SouthWest,2,12,00,1
SEX,SouthEast,6,07,22,1
TRESPASSING,SouthWest,1,05,10,1
THEFT,Center,7,06,12,4
FRAUD,NorthEast,5,04,18,1
THEFT,NorthWest,3,10,07,5
THEFT,SouthWest,7,11,09,2
SEX,SouthEast,5,06,12,2
OTHER,Center,6,01,20,4
TRESPASSING,Center,4,05,04,1
TRESPASSING,NorthEast,3,11,08,3
SEX,SouthWest,3,07,16,1
THEFT,Center,4,03,16,4
OTHER,Center,4,05,11,3
THEFT,NorthEast,7,12,06,12
FRAUD,Center,3,03,16,2
SEX,NorthEast,2,03,02,3
DRUG/ALC,SouthEast,2,05,00,2
SEX,SouthEast,5,08,02,3
SEX,NorthEast,4,01,00,5
THEFT,NorthWest,2,06,20,3
OTHER,Center,5,02,01,4
OTHER,SouthEast,1,02,04,1
FRAUD,NorthWest,2,05,00,1
MISSING PERSONS,NorthWest,5,11,20,5
THEFT,NorthWest,6,02,11,4
TRESPASSING,NorthEast,7,11,15,2
CONDUCT,NorthEast,7,02,21,1
THEFT,SouthEast,1,05,09,2
OTHER,Center,1,02,07,1
THEFT,SouthWest,6,07,21,4
OTHER,Center,6,12,02,2
SEX,NorthEast,4,09,23,8
DRUG/ALC,NorthEast,3,11,16,5
CONDUCT,NorthWest,1,12,11,1
MISSING PERSONS,Center,2,08,20,1
THEFT,SouthWest,2,09,21,4
DRUG/ALC,NorthEast,5,09,19,3
THEFT,SouthEast,3,10,21,6
MISSING PERSONS,NorthEast,1,11,06,4
DRUG/ALC,NorthEast,5,02,12,2
TRESPASSING,NorthWest,3,10,06,1
DRUG/ALC,SouthEast,5,05,14,1
SEX,Center,5,04,22,3
FRAUD,NorthEast,3,06,09,2
OTHER,NorthEast,2,01,04,7
THEFT,NorthEast,4,06,09,16
SEX,SouthEast,5,09,22,1
DRUG/ALC,SouthWest,6,10,02,2
THEFT,SouthEast,4,12,03,1
CONDUCT,NorthEast,3,06,17,3
CONDUCT,NorthWest,4,07,07,1
MISSING PERSONS,NorthEast,1,04,08,2
THEFT,Center,6,02,05,2
FRAUD,Center,3,04,13,1
THEFT,SouthEast,4,09,13,1
THEFT,Center,4,04,13,3
MISSING PERSONS,SouthWest,7,06,09,2
OTHER,SouthEast,1,03,21,2
TRESPASSING,NorthEast,1,06,07,1
FRAUD,NorthEast,2,04,18,4
OTHER,Center,1,12,10,1
CONDUCT,Center,3,06,18,2
OTHER,NorthEast,2,10,03,8
THEFT,NorthWest,7,11,02,1
TRESPASSING,NorthEast,1,08,05,1
OTHER,SouthEast,6,03,06,3
CONDUCT,SouthEast,6,07,09,1
CONDUCT,NorthEast,7,03,04,1
CONDUCT,SouthWest,1,05,21,1
MISSING PERSONS,Center,4,07,12,1
FRAUD,SouthEast,6,07,17,1
CONDUCT,Center,4,10,20,1
THEFT,Center,1,12,12,4
THEFT,NorthWest,6,03,23,5
MISSING PERSONS,NorthWest,1,01,20,1
CONDUCT,Center,6,09,19,2
CONDUCT,NorthEast,2,06,13,3
FRAUD,SouthWest,1,04,15,1
CONDUCT,SouthEast,2,09,09,1
CONDUCT,NorthWest,7,11,07,2
DRUG/ALC,NorthEast,4,04,21,1
FRAUD,Center,2,04,17,1
THEFT,SouthWest,4,10,17,2
TRESPASSING,NorthEast,3,04,06,1
OTHER,Center,6,10,08,4
FRAUD,SouthWest,3,10,17,1
SEX,SouthWest,2,12,14,3
OTHER,SouthEast,2,11,19,5
TRESPASSING,Center,5,02,22,1
SEX,NorthWest,6,06,08,1
OTHER,NorthEast,4,03,07,14
THEFT,SouthEast,5,09,15,10
THEFT,SouthWest,1,10,19,2
THEFT,Center,5,04,15,3
OTHER,SouthWest,6,06,12,2
THEFT,NorthEast,5,09,10,20
THEFT,SouthEast,7,08,14,1
SEX,NorthWest,6,12,19,1
OTHER,SouthWest,3,02,18,3
OTHER,SouthEast,4,06,23,10
OTHER,SouthWest,5,10,16,2
DRUG/ALC,Center,5,09,01,1
OTHER,NorthWest,4,11,04,1
OTHER,SouthWest,6,08,02,1
SEX,Center,7,01,16,1
THEFT,NorthEast,1,02,16,17
CONDUCT,NorthEast,6,12,16,2
OTHER,NorthEast,5,02,19,13
OTHER,SouthEast,7,10,20,3
SEX,NorthEast,3,02,06,4
MISSING PERSONS,SouthEast,7,05,02,2
OTHER,NorthEast,5,09,12,17
THEFT,NorthEast,7,03,00,12
DRUG/ALC,NorthEast,2,08,03,2
OTHER,NorthWest,3,02,13,1
THEFT,SouthEast,5,05,20,2
THEFT,NorthWest,7,12,09,1
OTHER,SouthEast,7,01,08,3
OTHER,NorthEast,5,03,18,22
OTHER,SouthEast,2,08,18,7
SEX,Center,2,08,14,1
OTHER,SouthWest,6,09,22,2
SEX,Center,1,09,11,1
FRAUD,NorthEast,5,10,01,1
FRAUD,NorthEast,4,01,12,2
TRESPASSING,NorthEast,6,05,06,2
OTHER,SouthWest,2,05,08,1
THEFT,NorthEast,3,01,12,14
TRESPASSING,NorthEast,5,07,13,1
THEFT,SouthWest,1,08,12,2
CONDUCT,NorthEast,3,09,14,1
OTHER,SouthEast,6,12,00,6
TRESPASSING,Center,5,12,08,1
OTHER,SouthWest,2,07,22,2
CONDUCT,SouthEast,2,03,08,2
CONDUCT,NorthEast,5,08,08,1
SEX,Center,5,08,00,1
OTHER,SouthEast,3,01,15,4
OTHER,SouthWest,3,03,19,8
FRAUD,NorthEast,6,12,22,1
THEFT,SouthWest,7,05,16,3
OTHER,SouthWest,7,03,11,1
CONDUCT,NorthEast,3,01,05,1
OTHER,Center,5,03,17,15
OTHER,NorthEast,3,01,10,16
OTHER,SouthWest,1,08,10,6
OTHER,NorthWest,2,02,17,2
OTHER,NorthEast,1,05,23,20
THEFT,SouthEast,2,01,16,8
OTHER,NorthEast,5,06,22,20
MISSING PERSONS,NorthEast,4,05,16,1
MISSING PERSONS,SouthEast,6,01,18,4
CONDUCT,NorthEast,6,05,02,2
CONDUCT,SouthWest,1,11,11,2
OTHER,NorthEast,6,07,12,17
THEFT,SouthWest,7,10,08,1
OTHER,NorthEast,2,02,19,16
CONDUCT,SouthEast,4,06,10,1
DRUG/ALC,NorthEast,6,10,06,3
