category,hood,weekday,month,hour,count
SEX,SouthEast,7,01,14,6
OTHER,Center,7,01,18,4
OTHER,Center,2,08,08,5
THEFT,Center,1,05,12,4
THEFT,NorthWest,2,09,11,1
OTHER,SouthEast,1,10,12,7
OTHER,SouthWest,5,02,15,3
THEFT,SouthWest,2,11,12,5
OTHER,NorthWest,4,12,05,1
OTHER,Center,4,01,04,5
DRUG/ALC,NorthEast,5,07,12,1
MISSING PERSONS,Center,6,01,08,1
SEX,SouthWest,3,02,16,3
THEFT,NorthEast,3,04,17,35
OTHER,Center,1,05,10,6
SEX,SouthEast,7,09,05,1
THEFT,SouthEast,1,10,10,2
OTHER,SouthEast,4,01,07,3
THEFT,NorthEast,1,10,15,29
SEX,NorthWest,7,11,16,1
THEFT,Center,7,08,16,2
THEFT,SouthEast,7,09,23,7
OTHER,SouthWest,2,11,10,7
THEFT,Center,7,04,23,5
OTHER,NorthWest,1,10,20,2
MISSING PERSONS,NorthEast,6,02,19,2
THEFT,SouthWest,5,05,14,1
OTHER,NorthEast,7,01,17,20
OTHER,NorthWest,7,09,06,1
SEX,Center,5,06,09,1
DRUG/ALC,Center,7,12,14,1
THEFT,NorthEast,4,04,22,22
DRUG/ALC,SouthEast,6,11,19,1
MISSING PERSONS,Center,7,12,00,2
SEX,NorthEast,5,04,13,2
DRUG/ALC,SouthWest,2,06,12,2
OTHER,SouthEast,1,07,04,1
OTHER,Center,3,01,23,6
DRUG/ALC,Center,2,11,09,1
THEFT,SouthEast,4,05,03,1
OTHER,Center,4,10,03,2
OTHER,NorthWest,5,11,08,1
OTHER,Center,5,07,01,4
THEFT,SouthWest,3,07,02,2
SEX,NorthEast,7,12,03,3
OTHER,SouthEast,3,03,10,7
OTHER,NorthWest,5,04,06,2
SEX,NorthEast,6,11,22,1
OTHER,NorthEast,3,03,15,19
OTHER,Center,4,06,15,7
OTHER,SouthEast,1,08,19,5
SEX,SouthEast,7,06,09,2
SEX,Center,2,01,00,2
THEFT,SouthWest,6,03,04,1
SEX,NorthEast,7,09,13,5
THEFT,NorthWest,3,03,20,6
THEFT,Center,2,01,14,1
SEX,NorthEast,3,06,02,5
OTHER,SouthEast,7,07,01,1
SEX,NorthWest,3,04,19,3
OTHER,Center,3,12,21,8
OTHER,Center,6,05,02,3
THEFT,SouthEast,6,10,02,2
THEFT,NorthWest,2,10,13,5
THEFT,NorthEast,2,03,16,31
OTHER,NorthEast,2,05,11,15
THEFT,SouthEast,5,08,16,3
OTHER,NorthWest,1,01,08,1
MISSING PERSONS,SouthWest,5,09,22,1
THEFT,SouthEast,5,04,23,4
OTHER,NorthWest,6,06,14,3
OTHER,NorthWest,3,06,01,3
THEFT,Center,5,09,23,18
THEFT,SouthEast,1,12,09,3
THEFT,NorthEast,1,06,03,8
SEX,NorthEast,3,08,12,1
MISSING PERSONS,Center,6,10,20,2
SEX,SouthWest,1,01,12,1
THEFT,SouthEast,6,02,22,3
OTHER,SouthWest,7,10,14,2
SEX,Center,6,07,23,1
THEFT,Center,5,01,00,9
THEFT,NorthWest,3,10,17,2
THEFT,NorthWest,1,04,15,8
OTHER,SouthEast,5,01,18,11
SEX,Center,5,01,14,1
OTHER,NorthEast,7,03,08,6
DRUG/ALC,SouthEast,2,12,00,1
SEX,SouthWest,4,02,09,1
OTHER,NorthEast,1,04,20,13
THEFT,Center,6,07,05,6
MISSING PERSONS,SouthEast,2,12,14,5
THEFT,NorthEast,7,05,06,10
SEX,Center,2,09,23,3
OTHER,Center,4,12,11,5
SEX,SouthEast,2,04,23,1
OTHER,SouthEast,4,11,01,1
THEFT,NorthWest,4,10,22,2
THEFT,NorthWest,4,02,02,2
THEFT,SouthEast,2,04,05,2
MISSING PERSONS,SouthEast,7,04,21,2
DRUG/ALC,NorthEast,7,10,07,3
DRUG/ALC,NorthEast,1,11,03,1
OTHER,SouthWest,3,05,05,1
THEFT,SouthWest,7,08,20,1
SEX,Center,3,02,20,2
DRUG/ALC,NorthEast,7,02,09,2
SEX,NorthEast,5,03,16,5
SEX,SouthEast,2,08,16,5
OTHER,Center,2,03,21,4
THEFT,NorthWest,6,02,15,5
OTHER,NorthEast,4,11,18,14
SEX,NorthEast,1,12,06,4
THEFT,NorthWest,2,12,20,4
DRUG/ALC,NorthEast,6,08,01,2
OTHER,NorthEast,2,12,15,12
MISSING PERSONS,Center,6,12,13,1
OTHER,NorthEast,6,02,20,12
DRUG/ALC,NorthEast,3,08,14,12
MISSING PERSONS,NorthEast,6,07,08,1
OTHER,NorthEast,7,11,04,4
OTHER,SouthEast,2,12,10,2
OTHER,NorthEast,5,01,01,16
OTHER,NorthEast,3,07,23,27
THEFT,SouthWest,5,01,09,4
THEFT,Center,4,02,14,3
THEFT,NorthEast,7,06,06,4
THEFT,NorthEast,3,12,16,26
OTHER,SouthWest,5,07,11,3
SEX,Center,4,02,00,1
OTHER,NorthWest,5,02,21,9
OTHER,NorthWest,7,03,07,1
OTHER,Center,7,07,17,6
THEFT,Center,6,08,10,3
MISSING PERSONS,Center,2,01,12,1
OTHER,NorthEast,4,10,12,17
DRUG/ALC,NorthWest,3,10,15,1
THEFT,SouthWest,6,11,08,4
OTHER,Center,4,11,17,9
MISSING PERSONS,SouthEast,6,03,01,6
SEX,NorthEast,3,05,02,1
OTHER,Center,6,08,12,3
THEFT,NorthEast,4,10,10,24
OTHER,SouthWest,1,12,18,3
OTHER,NorthEast,1,01,07,3
SEX,NorthWest,4,03,14,1
OTHER,Center,4,05,15,9
OTHER,SouthWest,3,08,07,4
THEFT,SouthEast,4,10,15,1
THEFT,SouthEast,6,01,13,3
SEX,SouthEast,7,05,09,1
DRUG/ALC,Center,5,01,12,2
SEX,Center,6,03,15,1
OTHER,NorthWest,6,05,14,3
OTHER,NorthEast,4,07,04,1
DRUG/ALC,NorthEast,5,09,08,2
THEFT,NorthEast,1,05,03,6
OTHER,Center,3,11,22,1
OTHER,Center,6,06,02,3
OTHER,NorthEast,7,07,18,14
SEX,NorthEast,6,12,21,6
THEFT,SouthEast,2,12,12,2
OTHER,NorthEast,2,06,11,21
OTHER,SouthWest,4,09,16,6
THEFT,Center,1,09,22,9
DRUG/ALC,NorthEast,7,11,06,1
SEX,SouthWest,2,01,09,1
THEFT,SouthEast,1,04,22,1
SEX,SouthWest,5,06,00,1
DRUG/ALC,SouthEast,7,01,12,1
DRUG/ALC,NorthEast,7,04,08,1
THEFT,NorthEast,6,01,05,7
DRUG/ALC,Center,1,05,00,1
OTHER,NorthEast,5,11,07,14
SEX,NorthEast,5,07,14,2
OTHER,Center,2,02,04,2
OTHER,Center,1,06,10,3
MISSING PERSONS,NorthEast,1,04,19,1
THEFT,NorthEast,5,07,00,23
OTHER,NorthEast,4,08,19,19
SEX,NorthEast,6,01,23,12
DRUG/ALC,SouthEast,7,07,03,2
DRUG/ALC,SouthWest,2,11,00,2
MISSING PERSONS,NorthEast,1,07,09,1
THEFT,NorthEast,4,12,09,27
SEX,SouthWest,4,04,08,2
THEFT,SouthEast,4,06,03,1
OTHER,SouthWest,4,12,01,1
SEX,Center,5,05,09,5
OTHER,NorthWest,4,04,12,5
MISSING PERSONS,NorthWest,1,08,12,1
THEFT,SouthWest,1,04,21,2
DRUG/ALC,NorthEast,3,04,15,2
OTHER,SouthEast,4,04,20,8
THEFT,NorthEast,2,07,14,20
DRUG/ALC,SouthEast,3,04,10,2
SEX,NorthEast,2,07,00,3
DRUG/ALC,NorthEast,1,10,17,3
THEFT,NorthWest,4,04,10,3
THEFT,SouthWest,2,06,00,1
OTHER,SouthEast,5,07,17,1
OTHER,SouthEast,2,02,07,5
OTHER,NorthEast,7,08,21,6
THEFT,NorthEast,3,09,01,5
THEFT,NorthEast,6,09,14,28
THEFT,Center,2,05,09,3
SEX,NorthEast,6,09,00,8
OTHER,SouthWest,3,09,09,3
OTHER,SouthEast,2,10,09,5
DRUG/ALC,Center,2,02,06,2
THEFT,SouthEast,6,05,19,6
OTHER,Center,6,10,19,3
OTHER,NorthEast,1,11,01,1
MISSING PERSONS,SouthWest,5,05,12,2
THEFT,SouthWest,1,11,09,1
SEX,Center,3,08,03,2
OTHER,NorthWest,1,12,13,10
THEFT,Center,1,06,12,2
DRUG/ALC,NorthEast,6,05,22,2
DRUG/ALC,NorthEast,3,08,00,2
MISSING PERSONS,NorthEast,3,08,14,1
THEFT,NorthWest,5,01,02,1
SEX,NorthWest,2,12,20,1
THEFT,NorthEast,1,12,06,12
MISSING PERSONS,SouthWest,6,06,08,2
OTHER,NorthEast,3,07,05,5
THEFT,NorthWest,6,11,10,6
THEFT,Center,4,02,00,1
OTHER,SouthEast,4,02,18,4
SEX,NorthEast,3,12,16,5
OTHER,NorthEast,5,06,11,17
OTHER,SouthEast,6,11,20,2
OTHER,SouthEast,7,02,04,1
THEFT,SouthEast,7,05,09,2
OTHER,Center,7,10,09,3
THEFT,NorthWest,4,03,14,6
THEFT,NorthWest,5,12,20,11
SEX,NorthEast,4,10,10,2
THEFT,SouthWest,4,11,06,2
OTHER,NorthWest,6,11,12,3
OTHER,Center,7,02,07,1
OTHER,Center,5,03,21,1
THEFT,NorthEast,3,05,02,12
OTHER,SouthEast,5,12,10,9
OTHER,NorthEast,5,12,15,24
OTHER,NorthWest,4,08,17,3
OTHER,SouthWest,6,09,11,1
SEX,Center,1,09,22,3
THEFT,SouthWest,2,01,09,1
OTHER,NorthEast,2,01,01,14
THEFT,NorthEast,6,12,21,41
SEX,SouthEast,2,12,12,1
MISSING PERSONS,Center,5,01,12,1
OTHER,SouthWest,7,06,18,1
SEX,NorthEast,1,05,03,2
OTHER,NorthWest,3,08,22,3
MISSING PERSONS,NorthEast,5,09,08,5
THEFT,Center,6,03,15,3
OTHER,SouthWest,2,07,11,1
OTHER,NorthWest,6,10,18,8
THEFT,NorthEast,6,01,23,46
SEX,NorthEast,5,07,00,9
DRUG/ALC,NorthEast,1,04,19,2
THEFT,NorthEast,5,07,14,22
SEX,NorthEast,6,01,05,8
SEX,SouthWest,5,06,14,1
OTHER,SouthEast,2,07,17,6
DRUG/ALC,Center,1,05,14,2
THEFT,SouthWest,5,06,00,1
THEFT,Center,5,05,09,3
OTHER,SouthEast,5,10,09,7
OTHER,SouthEast,5,02,07,2
OTHER,SouthEast,7,03,21,2
OTHER,Center,6,04,17,13
OTHER,Center,7,12,10,4
SEX,SouthEast,4,06,03,1
OTHER,SouthEast,6,09,17,7
SEX,NorthEast,4,12,09,9
SEX,,6,03,17,1
OTHER,NorthEast,2,11,07,23
THEFT,NorthWest,1,11,02,1
DRUG/ALC,NorthWest,7,05,16,1
OTHER,SouthWest,4,01,15,6
OTHER,SouthEast,1,02,01,3
OTHER,SouthEast,4,03,19,5
THEFT,NorthEast,2,07,00,15
MISSING PERSONS,SouthWest,5,11,14,8
OTHER,SouthWest,6,10,13,1
DRUG/ALC,SouthWest,5,11,00,1
OTHER,NorthWest,7,06,13,5
SEX,NorthEast,2,07,14,1
THEFT,Center,7,12,12,12
OTHER,Center,5,02,04,2
SEX,SouthWest,1,04,21,2
OTHER,NorthWest,2,03,04,2
THEFT,Center,3,08,03,2
SEX,SouthWest,1,11,09,2
SEX,SouthEast,6,05,19,4
MISSING PERSONS,NorthWest,7,01,20,2
SEX,Center,2,05,09,4
THEFT,NorthEast,6,09,00,23
OTHER,SouthEast,3,07,13,3
SEX,NorthEast,6,09,14,5
OTHER,NorthEast,6,04,18,22
SEX,NorthEast,3,09,01,1
SEX,SouthEast,4,07,16,4
THEFT,NorthEast,5,10,23,42
THEFT,SouthEast,2,09,11,3
OTHER,NorthWest,1,10,12,2
OTHER,Center,6,02,03,2
THEFT,Center,2,04,11,2
THEFT,SouthWest,7,10,19,5
DRUG/ALC,NorthEast,2,03,09,4
THEFT,NorthWest,6,06,19,6
THEFT,NorthWest,7,01,00,2
THEFT,NorthEast,6,04,02,13
THEFT,SouthEast,1,08,14,2
OTHER,NorthWest,1,11,18,2
OTHER,SouthEast,6,01,09,5
OTHER,NorthEast,2,02,08,18
SEX,SouthEast,1,08,00,1
DRUG/ALC,SouthEast,4,09,18,1
SEX,Center,7,10,13,3
DRUG/ALC,Center,4,04,18,1
OTHER,Center,2,01,19,9
THEFT,SouthEast,6,07,11,2
THEFT,NorthWest,3,09,18,4
THEFT,NorthWest,6,12,08,1
OTHER,SouthEast,1,03,17,9
OTHER,NorthWest,3,04,00,4
MISSING PERSONS,NorthEast,5,03,09,4
SEX,Center,5,04,11,2
MISSING PERSONS,SouthEast,2,08,09,2
SEX,Center,1,01,16,2
THEFT,NorthWest,4,05,03,1
OTHER,SouthEast,5,11,08,3
DRUG/ALC,NorthEast,3,04,22,2
THEFT,NorthEast,7,02,16,21
THEFT,NorthEast,2,10,05,6
OTHER,SouthWest,5,01,13,2
SEX,NorthEast,2,10,23,3
OTHER,SouthEast,7,09,06,2
OTHER,Center,7,04,06,1
DRUG/ALC,NorthEast,4,04,17,2
THEFT,Center,1,05,20,8
THEFT,NorthWest,7,09,23,1
OTHER,NorthWest,4,01,07,1
OTHER,SouthWest,1,02,23,4
SEX,NorthEast,1,03,14,8
SEX,SouthEast,7,11,16,2
DRUG/ALC,NorthEast,5,07,20,2
THEFT,NorthWest,1,10,10,6
THEFT,NorthEast,1,03,00,17
THEFT,SouthWest,2,11,20,7
THEFT,NorthWest,6,02,22,3
MISSING PERSONS,NorthEast,6,11,17,1
OTHER,SouthEast,3,06,01,1
SEX,NorthEast,7,07,02,9
THEFT,NorthWest,1,12,09,2
THEFT,NorthWest,5,04,23,1
OTHER,SouthEast,6,06,14,5
SEX,Center,6,06,18,1
OTHER,SouthWest,1,11,13,7
OTHER,SouthEast,1,01,08,3
OTHER,NorthEast,1,04,12,23
SEX,Center,5,11,16,2
THEFT,NorthWest,5,08,16,5
OTHER,Center,2,05,13,11
MISSING PERSONS,NorthEast,6,05,15,2
THEFT,SouthWest,3,09,13,3
THEFT,SouthEast,2,10,13,1
OTHER,NorthEast,2,12,22,6
SEX,SouthEast,3,07,09,2
THEFT,NorthWest,6,10,02,4
SEX,SouthEast,3,04,19,1
SEX,Center,7,09,11,5
OTHER,Center,7,11,08,1
SEX,SouthEast,7,04,11,1
SEX,Center,3,09,19,2
THEFT,SouthEast,3,03,20,3
SEX,SouthWest,1,12,02,1
SEX,SouthWest,5,09,17,2
THEFT,SouthWest,7,08,12,1
OTHER,NorthEast,3,05,18,9
OTHER,NorthWest,1,08,19,5
SEX,Center,3,02,12,2
OTHER,NorthWest,3,03,10,3
OTHER,SouthEast,5,04,06,4
OTHER,Center,5,09,06,2
OTHER,NorthEast,3,10,00,15
SEX,NorthEast,6,06,17,8
SEX,NorthWest,2,08,16,1
OTHER,NorthEast,4,09,03,5
THEFT,Center,2,11,16,6
MISSING PERSONS,Center,6,11,18,2
THEFT,SouthEast,4,02,02,3
MISSING PERSONS,NorthWest,7,04,21,4
SEX,SouthEast,5,10,13,1
THEFT,NorthWest,3,03,12,6
OTHER,SouthWest,1,03,11,2
OTHER,Center,4,05,22,7
THEFT,SouthWest,1,05,16,6
THEFT,SouthEast,4,10,22,4
OTHER,NorthEast,4,12,13,18
MISSING PERSONS,Center,4,02,20,3
OTHER,SouthWest,7,08,10,5
OTHER,NorthWest,4,11,01,2
THEFT,SouthWest,6,07,17,1
OTHER,Center,4,07,08,2
DRUG/ALC,NorthWest,4,10,17,3
OTHER,Center,3,11,15,8
SEX,Center,6,03,22,2
OTHER,NorthEast,7,05,23,13
OTHER,NorthWest,5,01,18,9
OTHER,SouthWest,5,05,19,3
THEFT,Center,1,09,15,1
THEFT,SouthEast,1,04,15,6
SEX,NorthEast,4,11,02,4
MISSING PERSONS,NorthWest,7,11,09,1
THEFT,NorthEast,1,04,10,19
OTHER,Center,3,05,17,5
THEFT,SouthWest,2,09,17,4
THEFT,SouthEast,3,10,17,7
SEX,SouthWest,1,01,20,2
SEX,NorthEast,3,08,20,1
DRUG/ALC,Center,7,08,09,2
MISSING PERSONS,Center,6,10,12,1
SEX,NorthEast,6,04,02,8
THEFT,NorthEast,5,10,05,10
THEFT,NorthWest,7,01,14,6
MISSING PERSONS,NorthEast,2,03,09,6
SEX,Center,2,04,11,1
SEX,SouthEast,2,09,11,1
OTHER,SouthEast,2,11,08,5
OTHER,SouthEast,4,12,23,1
SEX,NorthEast,5,10,23,18
THEFT,SouthEast,4,07,16,2
THEFT,SouthWest,1,10,08,4
DRUG/ALC,NorthEast,2,07,20,1
OTHER,Center,3,12,07,8
OTHER,SouthEast,7,05,13,2
THEFT,SouthEast,1,08,00,6
THEFT,Center,7,10,13,8
THEFT,SouthWest,5,11,20,5
THEFT,NorthWest,4,12,06,1
OTHER,SouthWest,6,12,12,3
OTHER,Center,1,08,18,8
THEFT,NorthEast,2,10,23,13
OTHER,SouthEast,3,12,04,1
SEX,NorthEast,7,02,16,8
DRUG/ALC,NorthEast,5,03,09,4
THEFT,SouthWest,7,04,17,2
THEFT,SouthWest,6,12,10,5
THEFT,Center,1,01,16,7
THEFT,SouthEast,5,09,11,3
THEFT,Center,5,04,11,6
DRUG/ALC,NorthEast,7,10,21,1
OTHER,NorthEast,5,02,08,16
OTHER,NorthWest,6,03,03,3
SEX,NorthEast,1,03,00,3
SEX,SouthWest,2,11,20,3
THEFT,NorthEast,1,03,14,23
MISSING PERSONS,NorthEast,5,07,20,2
THEFT,SouthEast,7,11,16,7
OTHER,SouthWest,3,01,17,5
MISSING PERSONS,NorthEast,4,04,17,1
OTHER,NorthEast,1,08,17,27
SEX,Center,1,05,20,2
OTHER,Center,5,01,19,7
THEFT,,5,01,20,1
THEFT,SouthEast,3,07,09,2
DRUG/ALC,NorthEast,4,08,12,4
SEX,SouthEast,2,10,13,1
SEX,SouthWest,3,09,13,1
DRUG/ALC,NorthEast,6,05,15,2
SEX,NorthWest,5,08,16,2
SEX,SouthWest,7,06,02,3
THEFT,Center,5,11,16,6
SEX,NorthWest,5,04,23,1
THEFT,Center,6,06,18,2
THEFT,NorthEast,7,07,02,16
DRUG/ALC,NorthEast,6,11,17,5
SEX,SouthWest,3,12,03,2
OTHER,SouthEast,3,01,11,6
OTHER,SouthEast,6,06,00,2
OTHER,SouthEast,7,01,19,12
OTHER,SouthWest,7,03,15,1
DRUG/ALC,NorthEast,4,06,02,1
THEFT,Center,3,02,12,8
OTHER,Center,1,07,21,5
OTHER,NorthEast,3,10,14,10
THEFT,NorthWest,7,06,09,5
OTHER,NorthEast,6,10,01,9
OTHER,Center,1,11,19,3
THEFT,SouthWest,5,09,17,5
SEX,SouthEast,3,03,20,1
THEFT,SouthWest,1,12,02,2
OTHER,NorthWest,2,01,18,2
THEFT,SouthEast,7,04,11,2
OTHER,NorthWest,7,08,08,2
THEFT,Center,3,09,19,16
THEFT,SouthEast,3,04,19,3
MISSING PERSONS,SouthEast,5,09,07,4
THEFT,Center,7,09,11,4
OTHER,Center,4,08,01,3
DRUG/ALC,Center,5,06,16,2
MISSING PERSONS,Center,5,09,04,1
OTHER,Center,3,02,10,6
SEX,SouthWest,1,05,16,3
SEX,SouthEast,4,10,22,3
OTHER,Center,5,05,13,12
THEFT,SouthEast,5,10,13,4
OTHER,NorthEast,5,12,22,17
OTHER,Center,6,07,06,1
OTHER,SouthWest,3,03,08,2
MISSING PERSONS,SouthEast,4,03,12,3
SEX,Center,2,11,16,1
DRUG/ALC,Center,6,11,18,1
THEFT,NorthEast,6,06,17,30
THEFT,NorthWest,2,08,16,4
THEFT,SouthWest,1,01,20,2
OTHER,NorthEast,7,05,05,4
THEFT,NorthEast,3,08,20,40
OTHER,SouthEast,4,01,21,2
SEX,NorthEast,1,04,10,3
DRUG/ALC,SouthEast,2,09,07,1
SEX,SouthEast,1,04,15,1
THEFT,NorthEast,4,11,02,5
SEX,Center,1,09,15,1
DRUG/ALC,Center,6,10,12,1
THEFT,Center,6,03,22,7
OTHER,Center,2,09,06,3
OTHER,NorthWest,3,08,15,8
OTHER,SouthEast,3,01,03,3
THEFT,NorthEast,5,12,05,6
THEFT,Center,4,05,23,5
DRUG/ALC,NorthEast,4,06,08,1
OTHER,SouthEast,4,10,23,1
OTHER,SouthWest,6,11,18,6
OTHER,SouthWest,4,02,20,6
OTHER,SouthWest,5,06,16,3
SEX,NorthEast,5,12,23,9
THEFT,SouthEast,1,02,21,10
MISSING PERSONS,Center,1,03,11,6
MISSING PERSONS,NorthEast,6,06,06,3
OTHER,NorthWest,7,08,02,1
MISSING PERSONS,SouthEast,1,10,16,2
OTHER,SouthEast,3,07,12,5
OTHER,Center,6,03,05,3
MISSING PERSONS,NorthEast,5,04,14,1
THEFT,SouthEast,7,04,03,2
THEFT,Center,7,09,03,4
DRUG/ALC,NorthEast,4,12,19,3
SEX,NorthEast,1,07,19,4
SEX,NorthEast,1,11,21,1
THEFT,SouthEast,3,05,07,1
OTHER,Center,3,10,07,4
THEFT,SouthWest,1,06,19,2
OTHER,SouthWest,2,04,07,2
THEFT,NorthEast,7,05,22,18
OTHER,NorthWest,7,06,12,3
THEFT,Center,7,12,13,7
THEFT,NorthEast,7,07,08,10
SEX,NorthEast,7,08,01,9
THEFT,NorthWest,4,10,06,1
OTHER,SouthWest,6,10,12,3
OTHER,Center,3,02,09,5
THEFT,Center,3,05,04,5
THEFT,NorthEast,4,11,08,18
THEFT,NorthEast,2,12,23,22
OTHER,SouthEast,7,06,20,2
OTHER,NorthWest,5,04,22,2
THEFT,SouthWest,6,10,10,1
SEX,NorthEast,6,11,06,2
SEX,NorthEast,2,12,05,3
OTHER,NorthWest,6,02,23,1
THEFT,NorthWest,7,06,10,3
OTHER,NorthEast,2,07,16,19
OTHER,NorthWest,3,07,20,2
THEFT,SouthEast,6,02,06,1
THEFT,SouthEast,7,03,01,5
DRUG/ALC,Center,2,05,19,2
THEFT,SouthEast,3,07,10,5
MISSING PERSONS,SouthEast,7,01,13,1
DRUG/ALC,NorthEast,2,04,14,2
MISSING PERSONS,SouthWest,5,09,06,2
SEX,SouthEast,4,02,08,1
THEFT,NorthEast,3,07,15,18
OTHER,NorthEast,6,09,16,16
THEFT,SouthEast,1,03,04,1
SEX,SouthEast,2,12,13,3
THEFT,Center,5,03,01,4
THEFT,SouthWest,4,01,05,1
SEX,Center,2,04,03,1
SEX,NorthWest,1,10,09,1
MISSING PERSONS,Center,5,01,13,2
OTHER,SouthWest,6,08,19,5
DRUG/ALC,NorthEast,5,03,10,2
OTHER,SouthEast,2,11,02,1
THEFT,SouthWest,6,12,09,1
DRUG/ALC,NorthWest,5,10,00,1
OTHER,NorthWest,6,11,13,3
OTHER,Center,4,02,16,11
THEFT,SouthWest,1,02,22,1
OTHER,Center,5,06,20,6
OTHER,NorthEast,3,12,14,8
THEFT,NorthEast,2,01,21,19
SEX,SouthEast,6,01,12,6
SEX,NorthEast,6,04,08,10
DRUG/ALC,NorthEast,2,08,15,7
OTHER,NorthEast,6,12,01,4
OTHER,NorthWest,7,09,22,2
SEX,SouthEast,6,07,03,4
THEFT,SouthWest,1,10,02,1
THEFT,NorthWest,2,02,01,1
THEFT,NorthEast,4,04,06,7
SEX,NorthWest,3,05,21,1
SEX,NorthWest,4,05,11,1
THEFT,SouthEast,5,09,03,2
DRUG/ALC,NorthEast,7,09,00,5
THEFT,Center,5,04,03,2
OTHER,NorthEast,5,02,02,18
DRUG/ALC,SouthEast,1,05,08,3
SEX,SouthEast,4,12,22,2
MISSING PERSONS,SouthEast,7,05,19,4
OTHER,NorthEast,5,10,22,14
THEFT,SouthEast,5,12,13,8
SEX,NorthWest,6,01,20,2
SEX,Center,2,03,01,3
THEFT,SouthWest,4,09,14,4
DRUG/ALC,NorthEast,3,01,18,1
SEX,SouthWest,4,09,00,1
THEFT,Center,1,03,07,2
THEFT,NorthWest,1,07,17,5
MISSING PERSONS,NorthWest,2,05,18,2
MISSING PERSONS,NorthEast,5,08,15,1
SEX,NorthEast,5,01,21,9
OTHER,NorthWest,6,03,11,3
MISSING PERSONS,NorthEast,2,03,10,3
THEFT,NorthWest,6,05,16,5
MISSING PERSONS,SouthEast,5,08,10,1
OTHER,SouthWest,1,04,01,1
DRUG/ALC,NorthEast,6,06,06,2
MISSING PERSONS,NorthWest,7,11,10,2
SEX,SouthWest,1,12,08,1
SEX,SouthEast,1,02,21,6
THEFT,NorthEast,1,04,09,19
DRUG/ALC,Center,7,08,10,4
OTHER,Center,7,11,02,2
THEFT,NorthEast,5,12,23,54
SEX,Center,4,05,23,2
THEFT,Center,1,06,13,1
OTHER,NorthWest,1,12,12,6
THEFT,SouthWest,3,12,11,2
OTHER,NorthEast,5,07,16,15
OTHER,NorthWest,2,04,22,4
SEX,NorthEast,5,12,05,1
MISSING PERSONS,Center,3,03,08,2
MISSING PERSONS,NorthEast,4,06,08,3
SEX,NorthEast,7,07,08,1
THEFT,NorthEast,7,08,01,14
OTHER,NorthEast,3,09,21,14
OTHER,Center,6,03,23,5
SEX,NorthEast,7,05,22,3
OTHER,SouthWest,7,08,09,4
SEX,Center,7,12,13,3
SEX,SouthEast,3,05,07,1
DRUG/ALC,SouthWest,3,05,17,1
SEX,SouthWest,1,06,19,1
DRUG/ALC,NorthEast,5,04,14,3
THEFT,,6,04,05,1
THEFT,NorthWest,6,10,08,5
MISSING PERSONS,SouthEast,3,10,06,2
THEFT,NorthEast,1,11,21,19
THEFT,NorthEast,1,07,19,25
MISSING PERSONS,NorthEast,5,04,00,1
MISSING PERSONS,NorthEast,4,12,19,1
SEX,Center,7,09,03,2
OTHER,SouthEast,1,01,02,2
SEX,SouthEast,7,04,03,1
OTHER,NorthWest,3,03,09,2
OTHER,SouthWest,1,03,03,1
THEFT,NorthEast,6,11,06,6
THEFT,NorthEast,2,12,05,5
OTHER,NorthWest,4,04,13,1
SEX,Center,3,05,04,1
OTHER,SouthWest,2,06,16,6
OTHER,NorthEast,4,09,11,18
SEX,NorthEast,4,11,08,3
SEX,NorthEast,2,12,23,2
THEFT,SouthEast,4,02,08,3
OTHER,NorthEast,6,06,04,6
SEX,NorthEast,3,07,15,1
DRUG/ALC,SouthEast,7,01,13,1
OTHER,SouthEast,1,12,20,5
DRUG/ALC,NorthEast,2,04,00,1
MISSING PERSONS,SouthWest,1,07,21,1
THEFT,SouthWest,4,12,21,3
SEX,SouthEast,7,03,01,4
OTHER,Center,4,07,02,1
THEFT,SouthWest,3,06,15,6
OTHER,SouthWest,5,04,07,1
THEFT,SouthWest,4,01,23,2
OTHER,NorthEast,2,02,02,12
THEFT,NorthWest,1,02,07,1
THEFT,NorthWest,1,10,09,3
OTHER,Center,6,02,11,4
THEFT,Center,2,04,03,1
SEX,Center,5,03,01,4
OTHER,NorthEast,2,10,22,7
MISSING PERSONS,Center,4,01,22,2
OTHER,SouthWest,7,09,07,2
THEFT,NorthWest,3,05,21,2
MISSING PERSONS,NorthEast,7,01,23,2
SEX,NorthEast,4,04,06,1
THEFT,SouthEast,6,07,03,2
THEFT,SouthEast,6,01,12,8
SEX,NorthEast,2,01,21,7
THEFT,NorthEast,6,04,08,10
SEX,SouthWest,1,02,22,3
MISSING PERSONS,SouthEast,5,03,15,3
MISSING PERSONS,NorthEast,2,08,15,3
OTHER,Center,6,08,13,7
OTHER,NorthEast,3,12,00,13
SEX,SouthWest,6,12,09,2
DRUG/ALC,SouthWest,6,02,03,1
THEFT,Center,2,03,01,2
THEFT,NorthWest,6,01,20,3
THEFT,NorthEast,1,08,04,3
SEX,SouthEast,5,12,13,4
THEFT,SouthWest,3,01,04,1
OTHER,NorthEast,4,10,13,22
THEFT,SouthEast,4,12,22,7
OTHER,NorthEast,6,01,15,20
MISSING PERSONS,Center,2,01,13,2
MISSING PERSONS,NorthEast,7,09,00,2
OTHER,SouthEast,6,01,10,9
OTHER,NorthWest,4,03,16,4
THEFT,NorthWest,4,05,11,8
