category,hood,weekday,month,hour,count
SEX,NorthEast,7,11,22,4
MISSING PERSONS,NorthWest,5,08,19,2
OTHER,NorthWest,1,12,00,1
DRUG/ALC,Center,5,07,21,1
DRUG/ALC,NorthWest,7,02,17,1
THEFT,NorthEast,3,10,09,21
OTHER,NorthWest,7,06,14,4
THEFT,NorthWest,4,08,23,2
MISSING PERSONS,NorthEast,5,04,12,2
OTHER,Center,7,05,02,4
THEFT,SouthWest,2,06,13,2
THEFT,Center,4,11,05,1
DRUG/ALC,NorthEast,7,09,12,1
SEX,SouthEast,3,12,15,1
THEFT,NorthWest,6,11,16,1
DRUG/ALC,SouthWest,5,02,23,2
OTHER,SouthEast,7,03,03,1
SEX,NorthEast,3,12,10,4
MISSING PERSONS,SouthEast,2,03,17,2
THEFT,NorthWest,1,07,15,5
DRUG/ALC,NorthEast,3,02,11,2
SEX,SouthEast,6,09,23,2
DRUG/ALC,NorthEast,7,02,19,4
THEFT,NorthWest,5,06,18,6
SEX,SouthWest,4,02,19,4
SEX,SouthWest,1,03,01,1
SEX,SouthEast,2,07,23,1
MISSING PERSONS,NorthWest,2,10,12,2
THEFT,Center,4,08,11,5
OTHER,Center,7,09,01,11
THEFT,Center,2,02,22,7
OTHER,SouthEast,7,04,01,1
DRUG/ALC,SouthWest,7,10,16,1
SEX,NorthWest,3,11,21,1
MISSING PERSONS,SouthEast,4,11,21,3
THEFT,Center,2,10,02,7
SEX,NorthWest,4,03,13,1
SEX,SouthEast,6,01,00,1
OTHER,SouthEast,1,08,09,3
SEX,NorthEast,4,10,16,11
THEFT,NorthWest,5,03,22,3
MISSING PERSONS,NorthWest,4,06,11,1
DRUG/ALC,NorthEast,7,06,22,1
THEFT,Center,7,07,23,4
OTHER,NorthEast,4,03,06,6
OTHER,Center,7,12,16,6
THEFT,NorthEast,3,07,17,41
MISSING PERSONS,NorthWest,2,08,19,2
MISSING PERSONS,SouthWest,2,11,13,1
SEX,SouthWest,4,06,22,1
DRUG/ALC,Center,7,03,17,2
THEFT,SouthWest,5,06,13,2
DRUG/ALC,NorthEast,3,03,23,1
OTHER,NorthWest,1,12,14,1
THEFT,SouthEast,6,06,09,2
MISSING PERSONS,SouthWest,3,11,17,4
THEFT,NorthEast,6,12,03,11
SEX,SouthWest,4,03,18,2
THEFT,Center,3,07,18,4
THEFT,NorthEast,6,09,13,20
THEFT,Center,2,06,19,3
DRUG/ALC,NorthEast,7,03,18,1
SEX,NorthWest,4,04,16,1
SEX,SouthEast,7,10,02,1
SEX,NorthEast,3,02,07,3
OTHER,NorthWest,7,06,00,1
OTHER,NorthWest,6,01,19,4
SEX,SouthEast,7,02,22,5
DRUG/ALC,Center,3,06,04,1
THEFT,Center,4,11,23,6
THEFT,Center,2,12,08,8
THEFT,NorthEast,2,07,13,22
MISSING PERSONS,Center,3,09,16,2
SEX,Center,5,12,02,2
THEFT,NorthEast,4,05,02,8
OTHER,NorthWest,3,08,17,5
OTHER,NorthEast,7,11,05,1
MISSING PERSONS,SouthEast,4,03,00,1
DRUG/ALC,Center,6,05,18,2
SEX,Center,2,05,16,4
OTHER,SouthWest,7,10,20,2
OTHER,Center,5,11,13,6
MISSING PERSONS,SouthWest,7,05,02,1
OTHER,SouthEast,7,02,23,2
THEFT,SouthEast,6,06,10,3
THEFT,NorthEast,6,06,15,20
OTHER,SouthWest,2,11,19,14
THEFT,NorthEast,6,12,11,46
THEFT,SouthWest,5,09,15,3
THEFT,SouthEast,1,10,19,7
SEX,Center,5,01,20,1
OTHER,SouthEast,6,06,12,5
THEFT,SouthWest,7,08,14,4
DRUG/ALC,NorthWest,5,12,12,1
OTHER,SouthEast,3,02,18,3
SEX,Center,3,02,14,3
DRUG/ALC,NorthEast,6,05,17,4
MISSING PERSONS,SouthWest,1,06,16,2
OTHER,SouthEast,5,10,16,2
OTHER,NorthWest,2,08,13,2
OTHER,SouthEast,6,08,02,3
DRUG/ALC,NorthEast,3,02,03,1
SEX,NorthEast,2,08,06,2
SEX,Center,1,11,20,3
OTHER,SouthEast,7,03,11,7
THEFT,SouthEast,7,05,16,5
OTHER,SouthWest,3,01,15,4
OTHER,SouthEast,3,03,19,12
OTHER,NorthEast,1,08,15,27
THEFT,Center,4,08,03,2
DRUG/ALC,Center,7,01,02,1
MISSING PERSONS,NorthEast,1,02,02,2
THEFT,SouthWest,2,01,16,3
THEFT,SouthWest,5,05,20,1
OTHER,SouthWest,7,01,08,2
OTHER,SouthWest,2,08,18,1
OTHER,SouthEast,6,09,22,2
OTHER,Center,6,04,22,9
THEFT,SouthEast,1,08,12,3
OTHER,SouthEast,2,05,08,7
OTHER,SouthEast,2,07,22,2
OTHER,Center,1,01,13,4
OTHER,SouthWest,6,12,00,2
SEX,NorthEast,3,12,09,1
OTHER,Center,3,11,17,3
OTHER,SouthWest,5,11,19,2
SEX,Center,2,01,20,4
THEFT,SouthEast,1,04,17,5
THEFT,NorthEast,3,10,10,17
OTHER,NorthEast,7,11,23,7
THEFT,Center,1,09,17,7
OTHER,SouthWest,4,08,07,1
THEFT,SouthWest,2,09,15,4
THEFT,SouthEast,3,10,15,4
THEFT,SouthWest,1,11,16,2
OTHER,NorthWest,5,08,13,3
OTHER,NorthEast,6,03,02,8
THEFT,SouthWest,6,07,15,2
OTHER,SouthWest,3,09,16,3
OTHER,SouthEast,2,10,16,4
SEX,Center,2,12,02,3
OTHER,NorthEast,3,11,18,18
MISSING PERSONS,NorthEast,4,08,00,2
THEFT,NorthEast,1,09,18,22
THEFT,SouthEast,7,10,08,3
MISSING PERSONS,NorthEast,6,11,15,1
OTHER,Center,2,11,13,2
SEX,Center,5,05,16,5
OTHER,NorthEast,4,07,23,9
MISSING PERSONS,SouthEast,6,11,10,1
THEFT,Center,7,03,06,3
THEFT,SouthWest,7,08,00,2
THEFT,NorthEast,4,12,16,30
OTHER,NorthEast,3,10,12,19
SEX,Center,3,02,00,1
THEFT,SouthWest,2,05,20,5
DRUG/ALC,Center,4,09,10,1
THEFT,NorthWest,3,04,10,3
OTHER,SouthWest,5,08,18,3
THEFT,SouthEast,7,01,20,4
THEFT,NorthEast,4,09,01,5
DRUG/ALC,SouthEast,3,11,03,1
OTHER,SouthEast,5,07,22,1
THEFT,NorthEast,1,03,12,13
OTHER,SouthEast,5,05,08,1
THEFT,NorthWest,4,11,03,1
SEX,NorthEast,5,08,06,1
OTHER,NorthEast,1,03,10,14
SEX,NorthEast,6,10,03,10
DRUG/ALC,Center,1,06,20,2
OTHER,NorthEast,7,08,11,18
OTHER,SouthEast,1,03,15,1
OTHER,NorthEast,3,08,19,28
OTHER,SouthWest,1,01,19,1
OTHER,SouthWest,6,12,14,4
OTHER,SouthWest,3,12,01,1
OTHER,NorthWest,3,04,12,7
THEFT,SouthWest,5,01,16,9
OTHER,SouthEast,4,12,04,1
SEX,Center,2,11,09,3
DRUG/ALC,NorthEast,5,04,13,3
THEFT,NorthEast,2,01,03,3
SEX,SouthEast,6,11,19,1
DRUG/ALC,Center,5,06,09,1
OTHER,NorthWest,2,06,08,3
MISSING PERSONS,NorthEast,4,04,22,4
THEFT,Center,7,12,00,11
THEFT,Center,1,06,14,6
THEFT,Center,6,01,08,1
OTHER,SouthWest,4,01,17,6
THEFT,SouthWest,7,04,22,3
SEX,NorthEast,5,07,12,6
THEFT,NorthEast,2,10,04,5
SEX,SouthWest,4,10,11,4
SEX,NorthWest,5,08,09,2
MISSING PERSONS,Center,1,05,12,4
THEFT,SouthEast,5,09,21,6
THEFT,Center,5,04,21,8
OTHER,Center,4,12,07,3
THEFT,NorthWest,7,06,16,1
MISSING PERSONS,NorthWest,6,07,11,1
SEX,NorthWest,7,09,04,3
DRUG/ALC,NorthEast,5,03,16,1
OTHER,Center,6,08,14,3
OTHER,Center,3,08,01,8
OTHER,Center,4,02,10,4
SEX,SouthEast,3,10,22,1
SEX,NorthEast,7,10,07,5
OTHER,NorthWest,6,11,00,1
OTHER,Center,1,07,11,6
THEFT,NorthWest,6,07,07,2
OTHER,SouthEast,3,01,21,2
SEX,SouthWest,6,07,22,3
SEX,SouthEast,2,12,00,3
OTHER,NorthWest,6,05,12,2
THEFT,SouthEast,1,02,03,2
MISSING PERSONS,Center,5,01,00,2
OTHER,NorthWest,4,08,15,2
OTHER,NorthEast,5,12,17,18
MISSING PERSONS,SouthEast,5,04,23,3
THEFT,SouthEast,4,07,09,3
DRUG/ALC,NorthEast,3,08,12,2
THEFT,Center,6,10,20,14
THEFT,NorthWest,6,05,10,2
THEFT,Center,4,02,12,1
DRUG/ALC,NorthEast,3,06,02,1
MISSING PERSONS,Center,2,01,14,3
SEX,NorthWest,6,02,17,3
SEX,SouthEast,4,03,20,1
OTHER,Center,5,12,18,4
THEFT,SouthEast,4,04,19,2
DRUG/ALC,NorthEast,6,11,22,1
THEFT,Center,4,09,19,2
THEFT,SouthWest,1,05,09,5
THEFT,NorthEast,5,10,04,4
SEX,NorthEast,2,07,12,3
THEFT,Center,7,12,14,5
THEFT,SouthEast,6,07,21,1
DRUG/ALC,NorthEast,3,04,17,1
SEX,NorthEast,6,09,12,4
THEFT,SouthEast,2,09,21,3
DRUG/ALC,NorthEast,1,10,15,1
THEFT,SouthWest,3,10,21,2
THEFT,Center,2,04,21,7
OTHER,NorthWest,3,01,07,1
SEX,NorthEast,6,02,19,1
DRUG/ALC,SouthWest,5,05,14,1
THEFT,Center,1,06,00,2
OTHER,NorthWest,1,07,23,1
SEX,Center,5,11,09,1
THEFT,NorthEast,5,01,03,5
SEX,SouthWest,5,06,12,2
SEX,SouthEast,3,07,16,1
THEFT,NorthWest,1,12,16,5
DRUG/ALC,Center,2,06,09,1
DRUG/ALC,Center,3,04,18,2
THEFT,NorthWest,4,09,18,4
MISSING PERSONS,Center,1,11,14,1
THEFT,SouthEast,1,07,06,3
OTHER,NorthWest,5,12,19,3
SEX,Center,6,03,17,2
OTHER,NorthEast,3,09,03,6
THEFT,NorthWest,1,09,01,3
THEFT,NorthEast,1,11,03,3
THEFT,NorthWest,4,03,12,5
OTHER,Center,3,05,22,2
OTHER,SouthWest,6,03,06,1
OTHER,Center,6,08,00,3
OTHER,NorthEast,3,12,13,15
OTHER,Center,3,07,08,4
SEX,Center,7,09,21,1
THEFT,NorthEast,7,02,09,15
SEX,SouthEast,7,04,21,4
OTHER,NorthWest,3,11,01,1
OTHER,Center,4,11,15,7
MISSING PERSONS,Center,6,07,23,2
SEX,NorthEast,4,08,20,3
OTHER,Center,2,12,18,3
THEFT,SouthEast,4,10,17,5
SEX,SouthWest,5,09,22,4
DRUG/ALC,SouthEast,6,10,02,1
SEX,NorthEast,6,03,18,1
DRUG/ALC,NorthEast,2,03,16,3
THEFT,SouthWest,4,12,03,1
OTHER,Center,7,07,15,14
THEFT,SouthWest,4,09,13,2
OTHER,NorthEast,7,05,04,8
SEX,SouthEast,5,12,00,4
THEFT,NorthWest,5,09,07,4
MISSING PERSONS,Center,4,03,02,1
OTHER,NorthEast,2,12,17,27
OTHER,NorthWest,4,03,10,7
THEFT,NorthEast,5,09,08,14
DRUG/ALC,NorthEast,1,05,03,1
OTHER,SouthWest,3,11,05,2
THEFT,Center,5,07,03,2
OTHER,SouthEast,4,05,01,2
OTHER,NorthEast,4,06,18,20
THEFT,SouthEast,3,03,00,4
OTHER,SouthEast,5,02,11,9
OTHER,NorthEast,3,10,20,18
THEFT,SouthWest,6,12,19,4
OTHER,NorthEast,4,03,22,8
DRUG/ALC,NorthEast,7,06,06,2
OTHER,NorthEast,2,11,11,12
SEX,Center,2,01,12,1
THEFT,SouthWest,6,06,08,2
OTHER,Center,4,06,17,12
THEFT,NorthEast,6,08,01,22
THEFT,SouthWest,1,01,14,4
THEFT,NorthEast,3,08,14,34
OTHER,NorthEast,7,01,15,21
MISSING PERSONS,NorthEast,6,09,00,3
OTHER,SouthEast,7,01,10,3
THEFT,Center,2,02,06,1
DRUG/ALC,SouthWest,7,02,03,1
OTHER,SouthEast,5,03,23,4
OTHER,NorthEast,2,08,23,8
DRUG/ALC,Center,1,06,12,4
THEFT,SouthWest,5,11,14,4
OTHER,NorthEast,5,06,07,9
OTHER,SouthWest,2,05,10,6
SEX,NorthWest,7,05,16,2
SEX,NorthEast,4,02,03,1
OTHER,SouthWest,6,04,04,1
OTHER,NorthWest,3,04,20,7
THEFT,SouthWest,2,05,12,3
OTHER,NorthEast,3,01,08,23
OTHER,SouthWest,1,08,08,2
DRUG/ALC,NorthEast,4,12,09,1
SEX,NorthEast,1,07,09,1
OTHER,SouthEast,2,03,05,1
OTHER,NorthEast,5,08,05,3
OTHER,NorthEast,1,06,01,9
OTHER,SouthEast,1,05,18,13
SEX,Center,1,05,14,1
THEFT,SouthEast,7,01,12,4
OTHER,SouthWest,2,07,07,1
OTHER,Center,7,08,13,4
OTHER,SouthEast,1,10,00,5
SEX,NorthEast,1,04,19,2
THEFT,NorthEast,1,03,20,25
THEFT,SouthWest,2,11,00,9
SEX,Center,4,10,01,3
THEFT,SouthWest,7,10,10,4
OTHER,SouthWest,3,11,23,5
SEX,NorthEast,7,11,06,2
MISSING PERSONS,SouthEast,2,12,12,2
DRUG/ALC,NorthEast,6,12,21,1
OTHER,SouthEast,4,08,22,5
THEFT,SouthWest,1,09,23,4
OTHER,SouthEast,6,06,20,2
OTHER,NorthEast,5,11,11,18
SEX,Center,5,01,12,1
DRUG/ALC,Center,6,03,15,1
OTHER,SouthWest,4,07,18,1
OTHER,NorthEast,7,09,16,13
THEFT,SouthEast,6,03,01,2
THEFT,SouthEast,3,03,14,7
SEX,NorthWest,3,10,15,2
THEFT,NorthEast,2,09,08,15
THEFT,Center,2,07,03,2
OTHER,SouthWest,7,11,18,3
THEFT,SouthWest,1,01,00,6
THEFT,NorthEast,6,05,22,33
THEFT,NorthEast,3,08,00,20
THEFT,Center,6,12,13,6
THEFT,NorthEast,6,07,08,10
OTHER,SouthWest,7,10,12,3
THEFT,Center,6,09,03,2
OTHER,SouthEast,2,02,11,2
THEFT,SouthEast,6,04,03,2
SEX,NorthEast,4,07,06,7
SEX,NorthWest,7,10,08,1
THEFT,SouthWest,5,05,12,5
OTHER,NorthWest,4,07,13,1
OTHER,SouthEast,5,03,05,2
OTHER,NorthEast,2,08,05,8
MISSING PERSONS,Center,2,05,09,2
SEX,SouthEast,4,11,03,2
OTHER,SouthWest,5,07,07,3
OTHER,SouthEast,4,09,02,1
SEX,SouthEast,3,04,10,1
SEX,NorthEast,1,10,17,4
MISSING PERSONS,NorthEast,2,07,14,1
THEFT,SouthEast,1,08,20,5
SEX,Center,3,09,10,1
DRUG/ALC,Center,7,12,12,1
SEX,NorthEast,3,04,15,3
OTHER,SouthWest,7,08,19,2
SEX,Center,1,11,12,1
OTHER,NorthEast,1,01,11,12
OTHER,SouthWest,3,08,11,3
SEX,SouthWest,1,06,09,1
OTHER,SouthEast,2,03,23,2
OTHER,NorthEast,5,08,23,15
SEX,NorthWest,7,12,02,1
THEFT,Center,5,02,06,3
SEX,SouthEast,7,07,03,1
MISSING PERSONS,NorthEast,5,07,00,1
THEFT,SouthWest,2,11,14,3
OTHER,NorthEast,2,06,07,15
OTHER,NorthWest,7,11,13,2
SEX,Center,1,05,00,4
MISSING PERSONS,NorthEast,6,01,05,1
SEX,NorthEast,7,04,08,3
MISSING PERSONS,SouthWest,5,06,14,2
OTHER,NorthEast,7,12,01,13
SEX,Center,1,10,18,2
OTHER,SouthEast,1,10,14,6
OTHER,NorthWest,5,07,15,7
OTHER,NorthWest,1,06,18,3
DRUG/ALC,NorthEast,1,03,00,2
MISSING PERSONS,Center,1,01,16,3
THEFT,NorthEast,3,04,22,17
THEFT,SouthEast,7,04,07,1
DRUG/ALC,NorthEast,2,10,05,3
OTHER,Center,4,01,23,4
THEFT,NorthWest,6,11,19,3
THEFT,SouthEast,3,05,03,1
OTHER,Center,4,09,00,8
SEX,NorthWest,5,09,21,2
OTHER,SouthEast,4,04,00,3
SEX,NorthEast,2,07,20,4
THEFT,Center,7,04,04,3
SEX,NorthEast,4,10,19,11
THEFT,SouthEast,7,09,04,1
SEX,NorthEast,6,09,20,7
DRUG/ALC,NorthEast,5,10,23,2
THEFT,NorthEast,2,03,09,16
MISSING PERSONS,Center,6,03,22,4
OTHER,Center,7,06,08,2
THEFT,NorthWest,2,12,00,2
OTHER,NorthEast,2,05,21,16
SEX,Center,2,04,07,1
THEFT,NorthWest,6,08,18,7
MISSING PERSONS,SouthEast,5,10,13,4
OTHER,Center,7,12,19,2
OTHER,SouthWest,1,06,13,1
OTHER,Center,3,12,11,6
THEFT,NorthWest,3,02,02,1
OTHER,NorthWest,6,01,16,4
MISSING PERSONS,SouthEast,3,04,19,2
OTHER,Center,3,06,15,9
SEX,Center,6,07,04,2
THEFT,SouthEast,6,02,17,4
THEFT,NorthWest,4,03,20,3
THEFT,NorthWest,5,12,14,2
MISSING PERSONS,Center,6,06,18,4
THEFT,Center,2,06,16,6
SEX,NorthEast,6,05,15,3
SEX,SouthEast,6,05,10,2
SEX,NorthEast,4,08,12,40
OTHER,Center,1,10,02,5
SEX,NorthEast,5,07,20,3
DRUG/ALC,NorthEast,1,03,14,1
MISSING PERSONS,Center,1,05,20,5
OTHER,Center,1,02,22,4
SEX,NorthEast,4,04,17,4
DRUG/ALC,NorthEast,2,10,23,1
THEFT,Center,6,08,19,2
THEFT,NorthEast,5,03,09,19
THEFT,SouthEast,2,08,09,1
OTHER,Center,4,01,05,1
THEFT,NorthEast,7,10,21,22
THEFT,SouthEast,3,12,06,3
OTHER,NorthWest,2,07,15,1
OTHER,SouthEast,4,04,14,7
SEX,Center,4,04,18,1
SEX,SouthEast,4,09,18,3
OTHER,Center,4,09,14,5
THEFT,NorthWest,3,07,16,3
OTHER,NorthWest,6,09,15,4
SEX,SouthEast,1,12,16,2
DRUG/ALC,SouthWest,1,01,20,1
SEX,SouthWest,6,03,23,2
DRUG/ALC,NorthEast,3,08,20,2
OTHER,SouthWest,7,12,13,2
OTHER,Center,1,06,19,2
THEFT,SouthWest,3,02,09,1
MISSING PERSONS,NorthEast,1,04,10,1
DRUG/ALC,NorthEast,4,11,02,1
THEFT,Center,6,10,12,10
THEFT,NorthWest,2,12,14,4
MISSING PERSONS,NorthWest,3,03,12,3
OTHER,NorthEast,1,07,13,20
THEFT,Center,4,02,20,7
THEFT,Center,5,06,16,5
SEX,Center,5,09,04,1
SEX,SouthEast,1,09,01,3
OTHER,Center,1,12,08,8
SEX,SouthEast,4,03,12,3
THEFT,Center,6,11,18,7
THEFT,Center,3,03,02,1
THEFT,NorthWest,5,12,00,5
SEX,SouthEast,5,09,07,3
SEX,Center,5,04,07,1
OTHER,NorthEast,5,05,21,10
OTHER,Center,6,10,10,5
OTHER,SouthWest,3,05,04,1
OTHER,NorthWest,6,05,20,7
THEFT,NorthEast,6,11,17,21
SEX,Center,5,01,03,3
OTHER,SouthEast,6,04,10,9
OTHER,SouthEast,7,12,17,4
OTHER,Center,6,09,10,4
THEFT,NorthEast,5,11,09,18
DRUG/ALC,SouthEast,1,02,00,2
OTHER,NorthEast,6,04,15,16
MISSING PERSONS,Center,2,04,13,2
MISSING PERSONS,NorthWest,6,09,02,3
OTHER,SouthEast,2,05,04,2
MISSING PERSONS,NorthEast,2,06,09,2
OTHER,NorthWest,4,05,19,1
OTHER,Center,2,07,10,8
MISSING PERSONS,SouthEast,6,07,13,2
SEX,SouthEast,5,10,07,2
OTHER,SouthWest,7,01,04,1
DRUG/ALC,SouthEast,7,03,16,1
OTHER,Center,1,08,22,5
SEX,Center,5,10,04,1
THEFT,Center,2,07,12,10
SEX,NorthEast,7,12,14,3
THEFT,SouthWest,4,04,23,2
MISSING PERSONS,Center,1,10,15,1
MISSING PERSONS,SouthWest,5,04,19,2
OTHER,Center,2,05,07,2
THEFT,SouthEast,2,02,09,7
SEX,NorthEast,2,04,21,5
THEFT,SouthEast,6,04,12,3
MISSING PERSONS,SouthWest,2,10,17,2
THEFT,Center,6,09,12,6
THEFT,Center,6,02,19,2
OTHER,SouthWest,7,10,03,1
SEX,NorthWest,4,09,17,4
SEX,NorthEast,1,06,00,1
MISSING PERSONS,Center,2,03,16,3
SEX,SouthEast,4,11,12,1
DRUG/ALC,NorthEast,5,09,05,4
THEFT,Center,6,03,18,4
OTHER,NorthWest,6,10,15,6
THEFT,SouthWest,5,05,03,1
SEX,SouthEast,3,06,20,1
DRUG/ALC,NorthEast,2,01,00,1
DRUG/ALC,Center,7,09,13,1
OTHER,Center,4,10,14,7
SEX,SouthEast,4,10,18,3
SEX,SouthWest,6,11,23,1
SEX,SouthEast,4,05,00,1
OTHER,NorthWest,2,01,22,1
THEFT,NorthEast,6,03,17,19
DRUG/ALC,NorthEast,2,09,23,1
THEFT,NorthEast,1,01,09,11
SEX,Center,1,11,03,1
DRUG/ALC,NorthEast,3,02,20,7
SEX,Center,7,02,09,3
THEFT,NorthEast,7,09,21,19
OTHER,Center,1,09,02,3
DRUG/ALC,NorthEast,6,07,23,2
DRUG/ALC,NorthEast,5,01,14,5
THEFT,Center,6,06,22,4
SEX,NorthWest,2,10,21,1
THEFT,Center,3,11,02,5
THEFT,Center,4,08,20,11
THEFT,NorthWest,6,03,19,3
THEFT,Center,5,07,12,4
SEX,NorthWest,6,04,20,1
DRUG/ALC,NorthEast,1,05,12,5
THEFT,SouthEast,5,02,09,1
SEX,NorthEast,5,04,21,5
DRUG/ALC,SouthWest,2,03,20,1
DRUG/ALC,NorthEast,1,11,00,2
OTHER,Center,5,05,07,6
MISSING PERSONS,Center,7,10,11,2
SEX,Center,2,01,03,1
THEFT,NorthWest,3,09,22,4
THEFT,NorthEast,2,11,09,13
DRUG/ALC,Center,4,04,22,1
OTHER,Center,1,05,01,4
SEX,NorthEast,7,12,00,7
MISSING PERSONS,NorthEast,5,06,09,1
OTHER,NorthWest,1,11,22,3
THEFT,NorthEast,4,01,06,8
SEX,NorthEast,1,06,14,3
OTHER,Center,5,07,10,8
SEX,NorthEast,6,01,08,6
DRUG/ALC,NorthEast,7,08,16,1
SEX,SouthWest,1,07,00,1
OTHER,NorthWest,5,01,22,4
THEFT,SouthEast,6,08,17,2
DRUG/ALC,NorthEast,5,09,23,1
SEX,NorthEast,6,10,20,3
THEFT,NorthWest,7,07,20,10
OTHER,Center,4,10,00,13
SEX,NorthEast,4,02,12,2
OTHER,NorthWest,3,06,10,6
OTHER,Center,4,05,18,15
SEX,SouthEast,4,05,14,2
SEX,NorthEast,4,09,19,7
MISSING PERSONS,Center,5,03,16,2
THEFT,Center,7,10,07,4
THEFT,NorthWest,3,06,12,6
SEX,NorthWest,1,08,03,1
THEFT,SouthWest,2,05,03,1
OTHER,NorthEast,4,05,17,23
THEFT,NorthWest,4,11,20,5
DRUG/ALC,NorthEast,6,07,05,1
THEFT,SouthEast,7,01,03,3
THEFT,NorthWest,6,02,18,6
DRUG/ALC,NorthEast,5,01,00,4
THEFT,NorthEast,2,12,02,7
OTHER,SouthWest,7,06,22,1
THEFT,SouthEast,3,11,14,2
OTHER,NorthEast,1,05,19,18
THEFT,SouthEast,6,11,01,8
OTHER,Center,1,04,14,4
SEX,SouthEast,1,04,18,1
OTHER,SouthEast,1,09,14,3
SEX,Center,1,09,18,1
OTHER,NorthEast,5,03,11,15
THEFT,NorthEast,5,05,16,30
OTHER,SouthEast,2,08,11,6
THEFT,NorthWest,2,04,08,2
SEX,Center,4,12,16,2
OTHER,SouthWest,3,03,23,1
THEFT,NorthEast,3,02,00,11
DRUG/ALC,Center,1,07,16,2
MISSING PERSONS,SouthEast,6,01,11,5
OTHER,NorthWest,7,04,16,1
OTHER,SouthEast,4,10,02,3
OTHER,Center,5,06,21,3
SEX,NorthWest,4,06,00,2
SEX,NorthEast,1,09,17,5
THEFT,NorthEast,2,01,20,36
OTHER,SouthEast,4,02,22,8
OTHER,SouthWest,7,03,18,1
THEFT,,5,10,23,1
OTHER,SouthEast,1,01,05,1
MISSING PERSONS,NorthEast,6,10,14,6
THEFT,SouthWest,5,03,00,6
OTHER,NorthEast,5,02,23,15
OTHER,SouthWest,7,09,12,2
OTHER,SouthWest,7,02,19,2
MISSING PERSONS,NorthEast,1,06,20,2
THEFT,Center,6,10,03,3
OTHER,SouthWest,3,02,11,4
OTHER,NorthWest,3,07,21,2
THEFT,SouthEast,6,01,07,4
SEX,,6,06,17,2
THEFT,NorthEast,2,10,08,19
OTHER,NorthWest,7,03,13,4
MISSING PERSONS,NorthEast,4,09,10,1
SEX,NorthWest,6,12,23,4
OTHER,NorthEast,2,02,05,4
OTHER,NorthEast,7,10,16,19
OTHER,SouthEast,4,06,19,6
THEFT,NorthWest,2,11,06,2
THEFT,Center,6,01,04,5
THEFT,SouthWest,2,03,14,1
SEX,Center,4,09,01,3
THEFT,SouthWest,7,09,10,1
OTHER,SouthEast,2,11,23,7
OTHER,SouthEast,4,12,08,9
DRUG/ALC,SouthEast,3,01,09,2
THEFT,SouthEast,1,02,20,9
THEFT,SouthWest,1,10,23,2
SEX,Center,1,03,12,1
DRUG/ALC,Center,6,02,10,1
OTHER,NorthEast,7,05,08,16
OTHER,SouthEast,3,07,07,1
DRUG/ALC,Center,4,08,14,2
OTHER,SouthEast,1,09,00,5
OTHER,Center,1,04,00,5
OTHER,NorthEast,7,07,22,10
SEX,Center,6,12,11,1
SEX,SouthWest,5,04,10,1
OTHER,Center,2,06,21,2
THEFT,NorthEast,5,01,20,29
THEFT,SouthEast,3,11,00,3
THEFT,NorthEast,6,02,01,19
OTHER,SouthWest,6,10,07,2
THEFT,NorthEast,3,02,14,22
OTHER,SouthWest,1,12,22,1
THEFT,NorthWest,6,01,21,6
OTHER,NorthEast,3,05,15,12
SEX,NorthWest,4,06,14,1
OTHER,SouthEast,3,05,10,6
THEFT,NorthEast,5,12,02,3
THEFT,NorthWest,1,01,06,2
MISSING PERSONS,SouthEast,3,06,14,2
SEX,Center,4,05,02,1
OTHER,NorthEast,2,03,11,20
THEFT,NorthWest,5,04,08,1
THEFT,NorthEast,2,05,16,30
OTHER,SouthEast,5,08,11,4
MISSING PERSONS,NorthEast,6,05,18,1
OTHER,NorthEast,4,11,22,12
SEX,NorthWest,3,01,16,1
OTHER,SouthEast,1,01,23,4
SEX,SouthEast,7,08,06,1
SEX,Center,6,06,15,3
OTHER,Center,3,07,04,5
OTHER,NorthEast,5,02,05,5
SEX,NorthWest,1,02,12,1
THEFT,SouthWest,5,03,14,1
THEFT,SouthWest,4,12,20,7
THEFT,NorthWest,5,11,06,3
OTHER,SouthWest,1,02,08,4
OTHER,SouthEast,5,11,23,1
OTHER,Center,7,02,13,1
MISSING PERSONS,NorthEast,7,12,20,2
THEFT,Center,3,12,09,4
OTHER,NorthEast,2,02,23,8
THEFT,SouthWest,2,03,00,4
OTHER,NorthWest,1,05,17,3
THEFT,Center,2,08,06,2
THEFT,NorthEast,1,11,20,46
OTHER,NorthEast,3,09,20,15
SEX,NorthEast,4,08,03,1
THEFT,NorthEast,5,10,08,17
OTHER,SouthEast,2,11,05,1
DRUG/ALC,Center,1,10,22,1
DRUG/ALC,NorthWest,6,07,13,1
OTHER,SouthWest,5,01,21,5
THEFT,NorthWest,5,10,07,1
THEFT,NorthEast,4,04,18,31
OTHER,NorthEast,3,01,04,3
DRUG/ALC,Center,6,04,02,2
MISSING PERSONS,SouthWest,7,04,18,2
DRUG/ALC,NorthWest,2,12,03,1
THEFT,Center,5,07,20,11
SEX,NorthWest,6,04,12,1
OTHER,Center,7,01,22,4
DRUG/ALC,NorthEast,1,05,20,2
THEFT,Center,4,04,17,7
OTHER,SouthWest,6,04,08,3
THEFT,SouthEast,4,09,17,4
OTHER,NorthEast,3,10,03,6
THEFT,NorthWest,1,10,01,5
SEX,NorthEast,6,08,19,6
SEX,Center,5,03,09,3
